PK_CODIGO_MAPIISS;DESCRIPCION_MAPIISS;UVR;VR_CIRUJANO;VR_ANESTESIOLOGO;VR_AYUDANTE;VR_SALA;VR_MATERIALES;VR_NETO;TIPO_EVENTO;FK_ID_CENTRO_COSTOS;FK_ID_TARIFARIO;APLICA_SEXO;DESCRIP_EVENTO;AUT_AMB;AUT_HOSP;CANT_MAXIMA;FK_NIVEL_ATENCION;FK_TIPO_RIPS
837502;TRANSFERENCIAS DE TENDON EN PARALISIS RADIAL (106);4044;0;0;0;0;114700;519100;POS;19;3;Ambos;Cirugia:;SI;NO;30;2;AP
837503;TRANSFERENCIA TENDINOSA O MIOTENDINOSA CON ESCAPULOPEXIA (106);10912;0;0;0;0;0;1091200;POS;19;3;Ambos;Cirugia:;SI;NO;30;4;AP
837601;TRANSFERENCIAS MIOTENDINOSAS DE HOMBRO (106);7132;0;0;0;0;0;713200;POS;19;3;Ambos;Cirugia:;SI;NO;30;3;AP
837602;TRANSFERENCIAS MIOTENDINOSAS DE ANTEBRAZO (106);3634;0;0;0;0;99800;463200;POS;19;3;Ambos;Cirugia:;SI;NO;30;2;AP
837603;TRANSFERENCIAS MIOTENDINOSAS DE CODO (106);4873;0;0;0;0;137700;625000;POS;19;3;Ambos;Cirugia:;SI;NO;30;2;AP
837604;TRANSFERENCIAS MIOTENDINOSAS DE MUNECA (106);3634;0;0;0;0;99800;463200;POS;19;3;Ambos;Cirugia:;SI;NO;30;2;AP
837605;TRANSFERENCIAS MIOTENDINOSAS DE PELVIS (CADERA) (106);4873;0;0;0;0;137700;625000;POS;19;3;Ambos;Cirugia:;SI;NO;30;2;AP
837606;TRANSFERENCIAS MIOTENDINOSAS DE MUSLO (106);3921;0;0;0;0;99800;491900;POS;19;3;Ambos;Cirugia:;SI;NO;30;2;AP
837607;TRANSFERENCIAS MIOTENDINOSAS DE RODILLA (106);3921;0;0;0;0;99800;491900;POS;19;3;Ambos;Cirugia:;SI;NO;30;2;AP
837608;TRANSFERENCIAS MIOTENDINOSAS DE PIERNA (106);3634;0;0;0;0;99800;463200;POS;19;3;Ambos;Cirugia:;SI;NO;30;2;AP
837609;TRANSFERENCIAS MIOTENDINOSAS DE PIE (106);3634;0;0;0;0;99800;463200;POS;19;3;Ambos;Cirugia:;SI;NO;30;2;AP
838501;ALARGAMIENTO TENDON POPLITEO (107);3634;0;0;0;0;99800;463200;POS;19;3;Ambos;Cirugia:;SI;NO;30;2;AP
838502;ALARGAMIENTO O ACORTAMIENTO DEL TENDON DE AQUILES (107);3634;0;0;0;0;99800;463200;POS;19;3;Ambos;Cirugia:;SI;NO;30;2;AP
838505;REPARACION DEL TENDON DEL CUADRICEPS CON FIJACION (107);3226;0;0;0;0;93000;415600;POS;19;3;Ambos;Cirugia:;SI;NO;30;2;AP
838601;CUADRICEPLASTIA ABIERTA (107);4044;0;0;0;0;114700;519100;POS;19;3;Ambos;Cirugia:;SI;NO;30;2;AP
838602;CUADRICEPLASTIA POR ARTROSCOPIA (107);3135;0;0;0;0;93000;406500;POS;19;3;Ambos;Cirugia:;SI;NO;30;2;AP
838830;TENODESIS NCOC (107);2242;0;0;0;0;86400;310600;POS;19;3;Ambos;Cirugia:;SI;NO;30;1;AP
839101;LISIS DE ADHERENCIAS DE TENDON O TENOLISIS;3634;0;0;0;0;99800;463200;POS;19;3;Ambos;Cirugia:;SI;NO;30;2;AP
839400;ASPIRACION DE BURSA SOD;150;0;0;0;0;32600;47600;POS;19;3;Ambos;Cirugia:;SI;NO;30;1;AP
839500;ASPIRACION DE OTRO TEJIDO BLANDO SOD;150;0;0;0;0;32600;47600;POS;19;3;Ambos;Cirugia:;SI;NO;30;1;AP
839600;INYECCION O INFILTRACION DE SUSTANCIA TERAPEUTICA DENTRO DE BURSA SOD;55;0;0;0;0;32600;38100;POS;19;3;Ambos;Cirugia:;SI;NO;30;1;AP
839700;INYECCION O INFILTRACION DE SUSTANCIA TERAPEUTICA DENTRO DE TENDON SOD;55;0;0;0;0;32600;38100;POS;19;3;Ambos;Cirugia:;SI;NO;30;1;AP
839901;"EXTRACCION DE CUERPO EXTRANO EN TEJIDOS BLANDOS DE HOMBRO (MUSCULOS; TENDON O SINOVIAL)";1716;0;0;0;0;60300;231900;POS;19;3;Ambos;Cirugia:;SI;NO;30;1;AP
839902;"EXTRACCION DE CUERPO EXTRANO EN TEJIDOS BLANDOS DE BRAZO (MUSCULOS; TENDON O SINOVIAL)";1716;0;0;0;0;60300;231900;POS;19;3;Ambos;Cirugia:;SI;NO;30;1;AP
839903;"EXTRACCION DE CUERPO EXTRANO EN TEJIDOS BLANDOS DE ANTEBRAZO (MUSCULO; TENDON; SINOVIAL)";1838;0;0;0;0;60300;244100;POS;19;3;Ambos;Cirugia:;SI;NO;30;1;AP
839906;"EXTRACCION DE CUERPO EXTRANO EN TEJIDOS BLANDOS DE PELVIS (MUSCULO; TENDON O SINOVIAL)";1346;0;0;0;0;47600;182200;POS;19;3;Ambos;Cirugia:;SI;NO;30;1;AP
839907;"EXTRACCION DE CUERPO EXTRANO EN TEJIDOS BLANDOS DE MUSLO (MUSCULO; TENDON O SINOVIAL)";1716;0;0;0;0;60300;231900;POS;19;3;Ambos;Cirugia:;SI;NO;30;1;AP
839908;"EXTRACCION DE CUERPO EXTRANO EN TEJIDOS BLANDOS DE PIERNA (MUSCULO; TENDON; SINOVIAL)";1838;0;0;0;0;60300;244100;POS;19;3;Ambos;Cirugia:;SI;NO;30;1;AP
839909;"EXTRACCION DE CUERPO EXTRANO EN TEJIDOS BLANDOS DE PIE (MUSCULO; TENDON O SINOVIAL)";1468;0;0;0;0;47600;194400;POS;19;3;Ambos;Cirugia:;SI;NO;30;1;AP
840001;AMPUTACION CON COLGAJO CERRADO DE MIEMBRO SUPERIOR SITIO NO ESPECIFICADO;3990;0;0;0;0;99800;498800;POS;19;3;Ambos;Cirugia:;SI;NO;30;2;AP
840100;AMPUTACION Y DESARTICULACION DE DEDOS DE LA MANO (UNO O MAS) SOD;2460;0;0;0;0;86400;332400;POS;19;3;Ambos;Cirugia:;SI;NO;30;1;AP
840200;AMPUTACION Y DESARTICULACION DE PULGAR SOD;2036;0;0;0;0;86400;290000;POS;19;3;Ambos;Cirugia:;SI;NO;30;1;AP
840300;AMPUTACION A TRAVES DE MANO(CARPO) SOD;3990;0;0;0;0;99800;498800;POS;19;3;Ambos;Cirugia:;SI;NO;30;2;AP
840400;DESARTICULACION DE MUNECA SOD;3103;0;0;0;0;93000;403300;POS;19;3;Ambos;Cirugia:;SI;NO;30;2;AP
840500;AMPUTACION A TRAVES DE ANTEBRAZO SOD;3103;0;0;0;0;93000;403300;POS;19;3;Ambos;Cirugia:;SI;NO;30;2;AP
840600;DESARTICULACION DE CODO SOD;4044;0;0;0;0;114700;519100;POS;19;3;Ambos;Cirugia:;SI;NO;30;2;AP
840701;AMPUTACION DE BRAZO;3542;0;0;0;0;93000;447200;POS;19;3;Ambos;Cirugia:;SI;NO;30;2;AP
840800;DESARTICULACION DE HOMBRO SOD;5388;0;0;0;0;137700;676500;POS;19;3;Ambos;Cirugia:;SI;NO;30;3;AP
840900;AMPUTACION INTERTORACO ESCAPULAR SOD;6039;0;0;0;0;147100;751000;POS;19;3;Ambos;Cirugia:;SI;NO;30;3;AP
841001;AMPUTACION CON COLGAJO CERRADO DE MIEMBRO INFERIOR SITIO NO ESPECIFICADO;4873;0;0;0;0;137700;625000;POS;19;3;Ambos;Cirugia:;SI;NO;30;2;AP
841100;AMPUTACION O DESARTICULACION DEDOS DEL PIE (UNO O MAS) SOD;1346;0;0;0;0;47600;182200;POS;19;3;Ambos;Cirugia:;SI;NO;30;1;AP
841200;AMPUTACION O DESARTICULACION DE PIE SOD;3634;0;0;0;0;99800;463200;POS;19;3;Ambos;Cirugia:;SI;NO;30;2;AP
841300;DESARTICULACION DE TOBILLO SOD;3634;0;0;0;0;99800;463200;POS;19;3;Ambos;Cirugia:;SI;NO;30;2;AP
841400;AMPUTACION DE TOBILLO A TRAVES DEL MALEOLO DE TIBIA Y PERONE SOD;3634;0;0;0;0;99800;463200;POS;19;3;Ambos;Cirugia:;SI;NO;30;2;AP
841500;AMPUTACION O DESARTICULACION DE PIERNA SOD;4873;0;0;0;0;137700;625000;POS;19;3;Ambos;Cirugia:;SI;NO;30;2;AP
841600;DESARTICULACION DE RODILLA SOD;3634;0;0;0;0;99800;463200;POS;19;3;Ambos;Cirugia:;SI;NO;30;2;AP
841700;AMPUTACION POR ENCIMA DE RODILLA SOD;3634;0;0;0;0;99800;463200;POS;19;3;Ambos;Cirugia:;SI;NO;30;2;AP
841800;DESARTICULACION DE CADERA SOD;6810;0;0;0;0;160600;841600;POS;19;3;Ambos;Cirugia:;SI;NO;30;3;AP
842100;REIMPLANTE DE PULGAR SOD;8415;0;0;0;0;0;841500;POS;19;3;Ambos;Cirugia:;SI;NO;30;3;AP
842202;REIMPLANTE DE UN DEDO EN MANO;8415;0;0;0;0;0;841500;POS;19;3;Ambos;Cirugia:;SI;NO;30;3;AP
842203;REIMPLANTE DE DOS DEDOS EN MANO;12958;0;0;0;0;0;1295800;POS;19;3;Ambos;Cirugia:;SI;NO;30;4;AP
842204;REIMPLANTE DE TRES DEDOS EN MANO;16934;0;0;0;0;0;1693400;POS;19;3;Ambos;Cirugia:;SI;NO;30;4;AP
842205;REIMPLANTE DE CUATRO O MAS DEDOS EN MANO;30360;0;0;0;0;0;3036000;POS;19;3;Ambos;Cirugia:;SI;SI;30;4;AP
842301;REIMPLANTE DEL MIEMBRO SUPERIOR A NIVEL DEL ANTEBRAZO;30360;0;0;0;0;0;3036000;POS;19;3;Ambos;Cirugia:;SI;SI;30;4;AP
842302;REIMPLANTE DE MANO A NIVEL DEL METACARPO;16934;0;0;0;0;0;1693400;POS;19;3;Ambos;Cirugia:;SI;NO;30;4;AP
842303;REIMPLANTE DE MANO A NIVEL DE LA MUNECA;14873;0;0;0;0;0;1487300;POS;19;3;Ambos;Cirugia:;SI;NO;30;4;AP
842401;REIMPLANTE DE MIEMBRO SUPERIOR A NIVEL DEL BRAZO SOD;30360;0;0;0;0;0;3036000;POS;19;3;Ambos;Cirugia:;SI;SI;30;4;AP
842600;REIMPLANTE DE PIE SOD;14873;0;0;0;0;0;1487300;POS;19;3;Ambos;Cirugia:;SI;NO;30;4;AP
842700;REIMPLANTE DE PIERNA SOD;14873;0;0;0;0;0;1487300;POS;19;3;Ambos;Cirugia:;SI;NO;30;4;AP
843100;REMODELACION [REVISION] [ RECONSTRUCCION] DEL MUNON DE AMPUTACION DE HOMBRO SOD;2779;0;0;0;0;86400;364300;POS;19;3;Ambos;Cirugia:;SI;NO;30;2;AP
843200;REMODELACION [REVISION] [ RECONSTRUCCION] DEL MUNON DE AMPUTACION DE ANTEBRAZO SOD;3103;0;0;0;0;93000;403300;POS;19;3;Ambos;Cirugia:;SI;NO;30;2;AP
843300;REMODELACION [REVISION] [ RECONSTRUCCION] DEL MUNON DE AMPUTACION DE BRAZO SOD;2779;0;0;0;0;86400;364300;POS;19;3;Ambos;Cirugia:;SI;NO;30;2;AP
843400;REMODELACION [REVISION] [ RECONSTRUCCION] DEL MUNON DE AMPUTACION DE MANO SOD;2602;0;0;0;0;86400;346600;POS;19;3;Ambos;Cirugia:;SI;NO;30;2;AP
843500;REMODELACION [REVISION] [ RECONSTRUCCION] DEL MUNON DE AMPUTACION DE DEDOS DE MANO (UNO O MAS) SOD;2460;0;0;0;0;86400;332400;POS;19;3;Ambos;Cirugia:;SI;NO;30;1;AP
843600;REMODELACION [REVISION] [ RECONSTRUCCION] DEL MUNON DE AMPUTACION DE MUSLO SOD;3226;0;0;0;0;93000;415600;POS;19;3;Ambos;Cirugia:;SI;NO;30;2;AP
843700;REMODELACION [REVISION] [ RECONSTRUCCION] DEL MUNON DE AMPUTACION DE LA PIERNA SOD;2779;0;0;0;0;86400;364300;POS;19;3;Ambos;Cirugia:;SI;NO;30;2;AP
843800;REMODELACION [REVISION] [ RECONSTRUCCION] DEL MUNON DE AMPUTACION DEL PIE Y/O ARTEJOS SOD;2779;0;0;0;0;86400;364300;POS;19;3;Ambos;Cirugia:;SI;NO;30;2;AP
843900;REMODELACION [REVISION] [ RECONSTRUCCION] DEL MUNON DE AMPUTACION EN PELVIS SOD;3103;0;0;0;0;93000;403300;POS;19;3;Ambos;Cirugia:;SI;NO;30;2;AP
849001;CORRECCION DE MALFORMACION CONGENITA DE PIE CON LIBERACION DE PARTES BLANDAS POSTERIORES;4627;0;0;0;0;129500;592200;POS;19;3;Ambos;Cirugia:;SI;NO;30;2;AP
849002;CORRECCION DE MALFORMACION CONGENITA DE PIE CON LIBERACION DE PARTES BLANDAS POSTERIORES Y MEDIALES;6177;0;0;0;0;147100;764800;POS;19;3;Ambos;Cirugia:;SI;NO;30;3;AP
849003;CORRECCION DE MALFORMACION CONGENITA DE PIE CON LIBERACION DE PARTES BLANDAS Y PARTES OSEAS;7132;0;0;0;0;0;713200;POS;19;3;Ambos;Cirugia:;SI;NO;30;3;AP
849400;CORRECCION DE SINOSTOSIS RADIOCUBITAL SOD;4440;0;0;0;0;114700;558700;POS;19;3;Ambos;Cirugia:;SI;NO;30;2;AP
849501;"CIRUGIA RECONSTRUCTIVA MULTIPLE: OSTEOTOMIAS Y/O FIJACION INTERNA [DISPISITIVOS DE FIJACION U OSTEOSINTESIS] EN FEMUR; TIBIA Y PERONE; TRANSFERENCIAS MUSCULOTENDINOSAS; TENOTOMIAS Y/O ALARGAMIENTOS TENDINOSOS EN MUSLO; PIERNA Y PIE; TRIPLE ARTODESIS EN PI";30360;0;0;0;0;0;3036000;POS;19;3;Ambos;Cirugia:;SI;SI;30;4;AP
850100;DRENAJE EN MAMA DE COLECCION POR MASTOTOMIA O MAMOTOMIA SOD;1031;0;0;0;0;34800;137900;POS;19;3;Ambos;Cirugia:;SI;NO;30;1;AP
850201;EXTRACCION DE CUERPO EXTRANO DE MAMA POR MASTOTOMIA (217);1031;0;0;0;0;34800;137900;POS;19;3;Ambos;Cirugia:;SI;NO;30;1;AP
851101;BIOPSIA POR PUNCION CON AGUJA FINA DE MAMA;800;0;0;0;0;33600;113600;POS;19;3;Ambos;Cirugia:;SI;NO;30;1;AP
851102;BIOPSIA DE MAMA CON AGUJA TRU –CUT;810;0;0;0;0;33600;114600;POS;19;3;Ambos;Cirugia:;SI;NO;30;1;AP
851200;BIOPSIA ABIERTA DE MAMA SOD;810;0;0;0;0;33600;114600;POS;19;3;Ambos;Cirugia:;SI;NO;30;1;AP
851301;"LOCALIZACION DE LESION NO PALPABLE; DE MAMA CON ARPON";1001;0;0;0;0;34800;134900;POS;19;3;Ambos;Cirugia:;SI;NO;30;1;AP
852002;ESCISION SELECTIVA DE CANAL GALACTOFORO;2036;0;0;0;0;86400;290000;POS;19;3;Ambos;Cirugia:;SI;NO;30;1;AP
852003;ESCISION EN BLOQUE DE CONDUCTOS GALACTOFOROS;2036;0;0;0;0;86400;290000;POS;19;3;Ambos;Cirugia:;SI;NO;30;1;AP
852100;RESECCION LOCAL DE LESION DE MAMA SOD (218);2036;0;0;0;0;86400;290000;POS;19;3;Ambos;Cirugia:;SI;NO;30;1;AP
852200;RESECCION DE CUADRANTE DE MAMA SOD;3542;0;0;0;0;93000;447200;POS;19;3;Ambos;Cirugia:;SI;NO;30;2;AP
852300;MASTECTOMIA SUBTOTAL SOD;3542;0;0;0;0;93000;447200;POS;19;3;Ambos;Cirugia:;SI;NO;30;2;AP
852401;ESCISION DE PEZON ACCESORIO O SUPERNUMERARIO;2036;0;0;0;0;86400;290000;POS;19;3;Ambos;Cirugia:;SI;NO;30;1;AP
852500;ESCISION DE PEZON SOD;2036;0;0;0;0;86400;290000;POS;19;3;Ambos;Cirugia:;SI;NO;30;1;AP
853101;MAMOPLASTIA DE REDUCCION POR GINECOMASTIA;2602;0;0;0;0;86400;346600;POS;19;3;Ambos;Cirugia:;SI;NO;30;2;AP
853301;MASTECTOMIA SUBCUTANEA CON RECONSTRUCCION SIMULTANEA;3542;0;0;0;0;93000;447200;POS;19;3;Ambos;Cirugia:;SI;NO;30;2;AP
854100;MASTECTOMIA SIMPLE UNILATERAL SOD;3542;0;0;0;0;93000;447200;POS;19;3;Ambos;Cirugia:;SI;NO;30;2;AP
854200;MASTECTOMIA SIMPLE TOTAL BILATERAL SOD;6039;0;0;0;0;147100;751000;POS;19;3;Ambos;Cirugia:;SI;NO;30;3;AP
854301;MASTECTOMIA SIMPLE CON ESCISION DE GANGLIOS LINFATICOS REGIONALES;5103;0;0;0;0;137700;648000;POS;19;3;Ambos;Cirugia:;SI;NO;30;3;AP
854400;MASTECTOMIA SIMPLE AMPLIADA BILATERAL SOD;6668;0;0;0;0;160600;827400;POS;19;3;Ambos;Cirugia:;SI;NO;30;3;AP
854501;"ESCISION DE MAMA; MUSCULOS PECTORALES Y GANGLIO LINFATICO REGIONALES";6324;0;0;0;0;147100;779500;POS;19;3;Ambos;Cirugia:;SI;NO;30;3;AP
854502;MASTECTOMIA RADICAL MODIFICADA UNILATERAL;6039;0;0;0;0;147100;751000;POS;19;3;Ambos;Cirugia:;SI;NO;30;3;AP
854600;MASTECTOMIA RADICAL BILATERAL SOD;11471;0;0;0;0;0;1147100;POS;19;3;Ambos;Cirugia:;SI;NO;30;4;AP
854701;"ESCISION DE MAMA; MUSCULOS; GANGLIOS LINFATICOS (AXILARES;CLAVICULARES;SUPRACLAVICULARES;MAMARIOS INTERNOS Y MEDIASTINICOS)";6324;0;0;0;0;147100;779500;POS;19;3;Ambos;Cirugia:;SI;NO;30;3;AP
854800;MASTECTOMIA RADICAL AMPLIADA BILATERAL SOD;11471;0;0;0;0;0;1147100;POS;19;3;Ambos;Cirugia:;SI;NO;30;4;AP
857200;RECONSTRUCCION DE MAMA CON COLGAJO SOD;9341;0;0;0;0;0;934100;POS;19;3;Ambos;Cirugia:;SI;NO;30;3;AP
858100;SUTURA DE HERIDA DE LA MAMA SOD;2036;0;0;0;0;86400;290000;POS;19;3;Ambos;Cirugia:;SI;NO;30;1;AP
858701;"RECONSTRUCCION DEL COMPLEJO AREOLA; PEZON (225)";3542;0;0;0;0;93000;447200;POS;19;3;Ambos;Cirugia:;SI;NO;30;2;AP
860101;BIOPSIA DE PIEL CON SACABOCADO Y SUTURA SIMPLE;526;0;0;0;0;33600;86200;POS;19;3;Ambos;Cirugia:;SI;NO;30;1;AP
860102;"BIOPSIA INCISIONAL O ESCISIONAL DE PIEL; TEJIDO CELULAR SUBCUTANEO O MUCOSA (CON SUTURA)";526;0;0;0;0;33600;86200;POS;19;3;Ambos;Cirugia:;SI;NO;30;1;AP
860103;BIOPSIA ESCISIONAL DE UNA (LECHO Y/O MATRIZ);526;0;0;0;0;33600;86200;POS;19;3;Ambos;Cirugia:;SI;NO;30;1;AP
861101;DRENAJE DE COLECCION SUPERFICIAL DE PIEL Y/O TEJIDO CELULAR SUBCUTANEO POR INCISION O ASPIRACION;191;0;0;0;0;32600;51700;POS;19;3;Ambos;Cirugia:;SI;NO;30;1;AP
861102;DRENAJE DE COLECCION PROFUNDA EN PIEL Y/O TEJIDO CELULAR SUBCUTANEO POR INCISION O ASPIRACION;1031;0;0;0;0;34800;137900;POS;19;3;Ambos;Cirugia:;SI;NO;30;1;AP
861201;EXTRACCION DE CUERPO EXTRANO EN PIEL O TEJIDO CELULAR SUBCUTANEO DE AREA GENERAL POR INCISION;908;0;0;0;0;34800;125600;POS;19;3;Ambos;Cirugia:;SI;NO;30;1;AP
861202;"EXTRACCION DE CUERPO EXTRANO EN PIEL O TEJIDO CELULAR SUBCUTANEO DE AREA ESPECIAL ( CARA; CUERO CABELLUDO; CUELLO; MANOS; PIES; PLIEGUES DE FLEXION; GENITALES) POR INCISION";2036;0;0;0;0;86400;290000;POS;19;3;Ambos;Cirugia:;SI;NO;30;1;AP
861401;INFILTRACION INTRALESIONAL CON MEDICAMENTO HASTA DE CINCO LESIONES;408;0;0;0;0;32600;73400;POS;19;3;Ambos;Cirugia:;SI;NO;30;1;AP
861402;INFILTRACION INTRALESIONAL CON MEDICAMENTO ENTRE CINCO A DIEZ LESIONES;428;0;0;0;0;33600;76400;POS;19;3;Ambos;Cirugia:;SI;NO;30;1;AP
861403;INFILTRACION INTRALESIONAL CON MEDICAMENTO DE MAS DE DIEZ LESIONES;460;0;0;0;0;33600;79600;POS;19;3;Ambos;Cirugia:;SI;NO;30;1;AP
861411;INYECCION DE MATERIAL MIORELAJANTE (TOXINA BOTULINICA) (198);1458;0;0;0;0;47600;193400;POS;19;3;Ambos;Cirugia:;SI;NO;30;1;AP
861805;INSERCION DE BOMBA DE INFUSION TOTALMENTE IMPLANTABLE;356;0;0;0;0;32600;68200;POS;19;3;Ambos;Cirugia:;SI;NO;30;1;AP
862101;DRENAJE DE QUISTE PILONIDAL;1468;0;0;0;0;47600;194400;POS;19;3;Ambos;Cirugia:;SI;NO;30;1;AP
862102;MARSUPIALIZACION DE QUISTE PILONIDAL;3542;0;0;0;0;93000;447200;POS;19;3;Ambos;Cirugia:;SI;NO;30;2;AP
862103;RESECCION QUISTE PILONIDAL ( CIERRE PARCIAL O ESCISION ABIERTA);3542;0;0;0;0;93000;447200;POS;19;3;Ambos;Cirugia:;SI;NO;30;2;AP
862201;"DESBRIDAMIENTO ESCISIONAL POR LESION SUPERFICIAL EN AREA ESPECIAL (CARA; CUERO CABELLUDO; CUELLO; MANOS; PIES; PLIEGUES DE FLEXION; GENITALES) DE MENOS DEL CINCO 5% DE SUPERFICIE CORPORAL TOTAL";3542;0;0;0;0;93000;447200;POS;19;3;Ambos;Cirugia:;SI;NO;30;2;AP
862202;"DESBRIDAMIENTO ESCISIONAL POR LESION SUPERFICIAL EN AREA ESPECIAL (CARA; CUERO CABELLUDO; CUELLO; MANOS; PIES; PLIEGUES DE FLEXION; GENITALES) DE MAS DEL CINCO 5% DE SUPERFICIE CORPORAL TOTAL";5103;0;0;0;0;137700;648000;POS;19;3;Ambos;Cirugia:;SI;NO;30;3;AP
862203;"DESBRIDAMIENTO ESCISIONAL POR LESION SUPERFICIAL HASTA EL 10% DE SUPERFICIE CORPORAL; EN AREA GENERAL";1031;0;0;0;0;34800;137900;POS;19;3;Ambos;Cirugia:;SI;NO;30;1;AP
862204;"DESBRIDAMIENTO ESCISIONAL POR LESION SUPERFICIAL ENTRE EL 10% AL 20% DE SUPERFICIE CORPORAL; EN AREA GENERAL";2036;0;0;0;0;86400;290000;POS;19;3;Ambos;Cirugia:;SI;NO;30;1;AP
862205;"DESBRIDAMIENTO ESCISIONAL POR LESION SUPERFICIAL ENTRE EL 20% AL 30% DE SUPERFICIE CORPORAL; EN AREA GENERAL";2602;0;0;0;0;86400;346600;POS;19;3;Ambos;Cirugia:;SI;NO;30;2;AP
862206;"DESBRIDAMIENTO ESCISIONAL POR LESION SUPERFICIAL ENTRE EL 30% AL 50% DE SUPERFICIE CORPORAL; EN AREA GENERAL";2914;0;0;0;0;86400;377800;POS;19;3;Ambos;Cirugia:;SI;NO;30;2;AP
862207;"DESBRIDAMIENTO ESCISIONAL POR LESION SUPERFICIAL DE MAS DEL 50% DE SUPERFICIE CORPORAL; EN AREA GENERAL";3056;0;0;0;0;86400;392000;POS;19;3;Ambos;Cirugia:;SI;NO;30;2;AP
862301;"DESBRIDAMIENTO ESCISIONAL POR LESION DE TEJIDOS PROFUNDOS EN AREA ESPECIAL (CARA; CUERO CABELLUDO; CUELLO; MANOS; PIES; PLIEGUES DE FLEXION; GENITALES) DE MENOS DEL CINCO 5% DE SUPERFICIE CORPORAL TOTAL";4440;0;0;0;0;114700;558700;POS;19;3;Ambos;Cirugia:;SI;NO;30;2;AP
862302;"DESBRIDAMIENTO ESCISIONAL POR LESION DE TEJIDOS PROFUNDOS EN AREA ESPECIAL (CARA; CUERO CABELLUDO; CUELLO; MANOS; PIES; PLIEGUES DE FLEXION; GENITALES) DE MAS DEL CINCO 5% DE SUPERFICIE CORPORAL TOTAL";5388;0;0;0;0;137700;676500;POS;19;3;Ambos;Cirugia:;SI;NO;30;3;AP
862303;"DESBRIDAMIENTO ESCISIONAL POR LESION DE TEJIDOS PROFUNDOS HASTA EL 10% DE SUPERFICIE CORPORAL; EN AREA GENERAL";2036;0;0;0;0;86400;290000;POS;19;3;Ambos;Cirugia:;SI;NO;30;1;AP
862304;"DESBRIDAMIENTO ESCISIONAL POR LESION DE TEJIDOS PROFUNDOS ENTRE EL 10% AL 20% DE SUPERFICIE CORPORAL; EN AREA GENERAL";2602;0;0;0;0;86400;346600;POS;19;3;Ambos;Cirugia:;SI;NO;30;2;AP
862305;"DESBRIDAMIENTO ESCISIONAL POR LESION DE TEJIDOS PROFUNDOS ENTRE EL 20% AL 30% DE SUPERFICIE CORPORAL; EN AREA GENERAL";3056;0;0;0;0;86400;392000;POS;19;3;Ambos;Cirugia:;SI;NO;30;2;AP
862306;"DESBRIDAMIENTO ESCISIONAL POR LESION DE TEJIDOS PROFUNDOS ENTRE EL 30% AL 50% DE SUPERFICIE CORPORAL; EN AREA GENERAL";3400;0;0;0;0;93000;433000;POS;19;3;Ambos;Cirugia:;SI;NO;30;2;AP
862307;"DESBRIDAMIENTO ESCISIONAL POR LESION DE TEJIDOS PROFUNDOS DE MAS DEL 50% DE SUPERFICIE CORPORAL; EN AREA GENERAL";3542;0;0;0;0;93000;447200;POS;19;3;Ambos;Cirugia:;SI;NO;30;2;AP
862310;"ESCISION DE ULCERA (SACRA; ISQUIATICA;TROCANTERICA Y OTRAS LOCALIZACIONES); CON CIERRE PRIMARIO";2460;0;0;0;0;86400;332400;POS;19;3;Ambos;Cirugia:;SI;NO;30;1;AP
862311;"ESCISION DE ULCERA (SACRA; ISQUIATICA;TROCANTERICA Y OTRAS LOCALIZACIONES) CON OSTECTOMIA Y CIERRE CON COLGAJO COMPUESTO";8914;0;0;0;0;0;891400;POS;19;3;Ambos;Cirugia:;SI;NO;30;3;AP
862312;DESBRIDAMIENTO DE LESION PROFUNDA (ULCERA) CON COCCIGECTOMIA;4440;0;0;0;0;114700;558700;POS;19;3;Ambos;Cirugia:;SI;NO;30;2;AP
862320;ESCAROTOMIA DESCOMPRESIVA EN MANOS;3056;0;0;0;0;86400;392000;POS;19;3;Ambos;Cirugia:;SI;NO;30;2;AP
862321;ESCAROTOMIA DESCOMPRESIVA EN TRONCO O POR EXTREMIDAD;1468;0;0;0;0;47600;194400;POS;19;3;Ambos;Cirugia:;SI;NO;30;1;AP
862322;ESCAROTOMIA CUADRICULADA;1468;0;0;0;0;47600;194400;POS;19;3;Ambos;Cirugia:;SI;NO;30;1;AP
862323;ESCARECTOMIA TANGENCIAL TEMPRANA HASTA EL 5% DE SUPERFICIE CORPORAL;3848;0;0;0;0;99800;484600;POS;19;3;Ambos;Cirugia:;SI;NO;30;2;AP
862324;ESCARECTOMIA TANGENCIAL TEMPRANA ENTRE EL 5% AL 10% DE SUPERFICIE CORPORAL;4440;0;0;0;0;114700;558700;POS;19;3;Ambos;Cirugia:;SI;NO;30;2;AP
862325;ESCARECTOMIA TANGENCIAL TEMPRANA ENTRE EL 10%AL 15% DE SUPERFICIE CORPORAL;4960;0;0;0;0;137700;633700;POS;19;3;Ambos;Cirugia:;SI;NO;30;2;AP
862326;ESCARECTOMIA TANGENCIAL TEMPRANA ENTRE EL 15% AL 20% DE SUPERFICIE CORPORAL;5388;0;0;0;0;137700;676500;POS;19;3;Ambos;Cirugia:;SI;NO;30;3;AP
862327;ESCARECTOMIA TANGENCIAL TEMPRANA DE MAS DEL 20% DE SUPERFICIE CORPORAL;6182;0;0;0;0;147100;765300;POS;19;3;Ambos;Cirugia:;SI;NO;30;3;AP
