ID;FK_TARIFARIO;COD_ARTICULO;PARAGRAFO;FK_CODIGO_CUPS;DESCRIPCION;TIPO_PARAGRAFO
19431;2;45;paragrafo 1;213432;Cuando en un procedimientos de Radiología. en forma excepcional se requiera de la participación del especialista en anestesiología. por este  concepto  se  pagará una suma igual al treinta por ciento (30%) sobre el valor.;valor
19432;2;45;paragrafo 1;213433;En los exámenes. estudios y procedimientos clínicos de diagnóstico y tratamiento que según criterio médico necesiten para su práctica de anestesia general o regional. por los servicios profesionales del especialista en anestesiología. se pagará el cincuenta por ciento (50%) de la tarifa establecida para el respectivo procedimiento.;valor
19433;2;52;paragrafo 1;213433;Cuando para la práctica integral de un estudio o procedimiento sea necesario aplicar anestesia general o regional y en el mismo acto no sea complementario de uno de los contenidos en el Capítulo I. se reconocerá por derechos al uso del quirófano una suma igual al ochenta por ciento (80%) sobre la tarifa establecida para el respectivo procedimiento.;valor
19434;2;45;paragrafo 1;213433;Cuando en un procedimientos de Radiología. en forma excepcional se requiera de la participación del especialista en anestesiología. por este  concepto  se  pagará una suma igual al treinta por ciento (30%) sobre el valor.;valor
19435;2;45;paragrafo 1;213434;En los exámenes. estudios y procedimientos clínicos de diagnóstico y tratamiento que según criterio médico necesiten para su práctica de anestesia general o regional. por los servicios profesionales del especialista en anestesiología. se pagará el cincuenta por ciento (50%) de la tarifa establecida para el respectivo procedimiento.;valor
19436;2;52;paragrafo 1;213434;Cuando para la práctica integral de un estudio o procedimiento sea necesario aplicar anestesia general o regional y en el mismo acto no sea complementario de uno de los contenidos en el Capítulo I. se reconocerá por derechos al uso del quirófano una suma igual al ochenta por ciento (80%) sobre la tarifa establecida para el respectivo procedimiento.;valor
19437;2;45;paragrafo 1;213434;Cuando en un procedimientos de Radiología. en forma excepcional se requiera de la participación del especialista en anestesiología. por este  concepto  se  pagará una suma igual al treinta por ciento (30%) sobre el valor.;valor
19438;2;45;paragrafo 1;213435;En los exámenes. estudios y procedimientos clínicos de diagnóstico y tratamiento que según criterio médico necesiten para su práctica de anestesia general o regional. por los servicios profesionales del especialista en anestesiología. se pagará el cincuenta por ciento (50%) de la tarifa establecida para el respectivo procedimiento.;valor
19439;2;52;paragrafo 1;213435;Cuando para la práctica integral de un estudio o procedimiento sea necesario aplicar anestesia general o regional y en el mismo acto no sea complementario de uno de los contenidos en el Capítulo I. se reconocerá por derechos al uso del quirófano una suma igual al ochenta por ciento (80%) sobre la tarifa establecida para el respectivo procedimiento.;valor
19440;2;45;paragrafo 1;213435;Cuando en un procedimientos de Radiología. en forma excepcional se requiera de la participación del especialista en anestesiología. por este  concepto  se  pagará una suma igual al treinta por ciento (30%) sobre el valor.;valor
19441;2;45;paragrafo 1;213436;En los exámenes. estudios y procedimientos clínicos de diagnóstico y tratamiento que según criterio médico necesiten para su práctica de anestesia general o regional. por los servicios profesionales del especialista en anestesiología. se pagará el cincuenta por ciento (50%) de la tarifa establecida para el respectivo procedimiento.;valor
19442;2;52;paragrafo 1;213436;Cuando para la práctica integral de un estudio o procedimiento sea necesario aplicar anestesia general o regional y en el mismo acto no sea complementario de uno de los contenidos en el Capítulo I. se reconocerá por derechos al uso del quirófano una suma igual al ochenta por ciento (80%) sobre la tarifa establecida para el respectivo procedimiento.;valor
19443;2;45;paragrafo 1;213436;Cuando en un procedimientos de Radiología. en forma excepcional se requiera de la participación del especialista en anestesiología. por este  concepto  se  pagará una suma igual al treinta por ciento (30%) sobre el valor.;valor
19444;2;45;paragrafo 1;213438;En los exámenes. estudios y procedimientos clínicos de diagnóstico y tratamiento que según criterio médico necesiten para su práctica de anestesia general o regional. por los servicios profesionales del especialista en anestesiología. se pagará el cincuenta por ciento (50%) de la tarifa establecida para el respectivo procedimiento.;valor
19445;2;52;paragrafo 1;213438;Cuando para la práctica integral de un estudio o procedimiento sea necesario aplicar anestesia general o regional y en el mismo acto no sea complementario de uno de los contenidos en el Capítulo I. se reconocerá por derechos al uso del quirófano una suma igual al ochenta por ciento (80%) sobre la tarifa establecida para el respectivo procedimiento.;valor
19446;2;45;paragrafo 1;213438;Cuando en un procedimientos de Radiología. en forma excepcional se requiera de la participación del especialista en anestesiología. por este  concepto  se  pagará una suma igual al treinta por ciento (30%) sobre el valor.;valor
19447;2;45;paragrafo 1;213439;Cuando en un procedimientos de Radiología. en forma excepcional se requiera de la participación del especialista en anestesiología. por este  concepto  se  pagará una suma igual al treinta por ciento (30%) sobre el valor.;valor
19448;2;45;paragrafo 1;213445;En los exámenes. estudios y procedimientos clínicos de diagnóstico y tratamiento que según criterio médico necesiten para su práctica de anestesia general o regional. por los servicios profesionales del especialista en anestesiología. se pagará el cincuenta por ciento (50%) de la tarifa establecida para el respectivo procedimiento.;valor
19449;2;52;paragrafo 1;213445;Cuando para la práctica integral de un estudio o procedimiento sea necesario aplicar anestesia general o regional y en el mismo acto no sea complementario de uno de los contenidos en el Capítulo I. se reconocerá por derechos al uso del quirófano una suma igual al ochenta por ciento (80%) sobre la tarifa establecida para el respectivo procedimiento.;valor
19450;2;45;paragrafo 1;213445;Cuando en un procedimientos de Radiología. en forma excepcional se requiera de la participación del especialista en anestesiología. por este  concepto  se  pagará una suma igual al treinta por ciento (30%) sobre el valor.;valor
19451;2;45;paragrafo 1;213446;En los exámenes. estudios y procedimientos clínicos de diagnóstico y tratamiento que según criterio médico necesiten para su práctica de anestesia general o regional. por los servicios profesionales del especialista en anestesiología. se pagará el cincuenta por ciento (50%) de la tarifa establecida para el respectivo procedimiento.;valor
19452;2;52;paragrafo 1;213446;Cuando para la práctica integral de un estudio o procedimiento sea necesario aplicar anestesia general o regional y en el mismo acto no sea complementario de uno de los contenidos en el Capítulo I. se reconocerá por derechos al uso del quirófano una suma igual al ochenta por ciento (80%) sobre la tarifa establecida para el respectivo procedimiento.;valor
19453;2;45;paragrafo 1;213446;Cuando en un procedimientos de Radiología. en forma excepcional se requiera de la participación del especialista en anestesiología. por este  concepto  se  pagará una suma igual al treinta por ciento (30%) sobre el valor.;valor
19454;2;45;paragrafo 1;213447;En los exámenes. estudios y procedimientos clínicos de diagnóstico y tratamiento que según criterio médico necesiten para su práctica de anestesia general o regional. por los servicios profesionales del especialista en anestesiología. se pagará el cincuenta por ciento (50%) de la tarifa establecida para el respectivo procedimiento.;valor
19455;2;52;paragrafo 1;213447;Cuando para la práctica integral de un estudio o procedimiento sea necesario aplicar anestesia general o regional y en el mismo acto no sea complementario de uno de los contenidos en el Capítulo I. se reconocerá por derechos al uso del quirófano una suma igual al ochenta por ciento (80%) sobre la tarifa establecida para el respectivo procedimiento.;valor
19456;2;45;paragrafo 1;213447;Cuando en un procedimientos de Radiología. en forma excepcional se requiera de la participación del especialista en anestesiología. por este  concepto  se  pagará una suma igual al treinta por ciento (30%) sobre el valor.;valor
19457;2;45;paragrafo 1;213448;En los exámenes. estudios y procedimientos clínicos de diagnóstico y tratamiento que según criterio médico necesiten para su práctica de anestesia general o regional. por los servicios profesionales del especialista en anestesiología. se pagará el cincuenta por ciento (50%) de la tarifa establecida para el respectivo procedimiento.;valor
19458;2;52;paragrafo 1;213448;Cuando para la práctica integral de un estudio o procedimiento sea necesario aplicar anestesia general o regional y en el mismo acto no sea complementario de uno de los contenidos en el Capítulo I. se reconocerá por derechos al uso del quirófano una suma igual al ochenta por ciento (80%) sobre la tarifa establecida para el respectivo procedimiento.;valor
19459;2;45;paragrafo 1;213448;Cuando en un procedimientos de Radiología. en forma excepcional se requiera de la participación del especialista en anestesiología. por este  concepto  se  pagará una suma igual al treinta por ciento (30%) sobre el valor.;valor
19460;2;45;paragrafo 1;213449;En los exámenes. estudios y procedimientos clínicos de diagnóstico y tratamiento que según criterio médico necesiten para su práctica de anestesia general o regional. por los servicios profesionales del especialista en anestesiología. se pagará el cincuenta por ciento (50%) de la tarifa establecida para el respectivo procedimiento.;valor
19461;2;52;paragrafo 1;213449;Cuando para la práctica integral de un estudio o procedimiento sea necesario aplicar anestesia general o regional y en el mismo acto no sea complementario de uno de los contenidos en el Capítulo I. se reconocerá por derechos al uso del quirófano una suma igual al ochenta por ciento (80%) sobre la tarifa establecida para el respectivo procedimiento.;valor
19462;2;45;paragrafo 1;213449;Cuando en un procedimientos de Radiología. en forma excepcional se requiera de la participación del especialista en anestesiología. por este  concepto  se  pagará una suma igual al treinta por ciento (30%) sobre el valor.;valor
19463;2;45;paragrafo 1;213450;En los exámenes. estudios y procedimientos clínicos de diagnóstico y tratamiento que según criterio médico necesiten para su práctica de anestesia general o regional. por los servicios profesionales del especialista en anestesiología. se pagará el cincuenta por ciento (50%) de la tarifa establecida para el respectivo procedimiento.;valor
19464;2;52;paragrafo 1;213450;Cuando para la práctica integral de un estudio o procedimiento sea necesario aplicar anestesia general o regional y en el mismo acto no sea complementario de uno de los contenidos en el Capítulo I. se reconocerá por derechos al uso del quirófano una suma igual al ochenta por ciento (80%) sobre la tarifa establecida para el respectivo procedimiento.;valor
19465;2;45;paragrafo 1;213450;Cuando en un procedimientos de Radiología. en forma excepcional se requiera de la participación del especialista en anestesiología. por este  concepto  se  pagará una suma igual al treinta por ciento (30%) sobre el valor.;valor
19466;2;45;paragrafo 1;213451;En los exámenes. estudios y procedimientos clínicos de diagnóstico y tratamiento que según criterio médico necesiten para su práctica de anestesia general o regional. por los servicios profesionales del especialista en anestesiología. se pagará el cincuenta por ciento (50%) de la tarifa establecida para el respectivo procedimiento.;valor
19467;2;52;paragrafo 1;213451;Cuando para la práctica integral de un estudio o procedimiento sea necesario aplicar anestesia general o regional y en el mismo acto no sea complementario de uno de los contenidos en el Capítulo I. se reconocerá por derechos al uso del quirófano una suma igual al ochenta por ciento (80%) sobre la tarifa establecida para el respectivo procedimiento.;valor
19468;2;45;paragrafo 1;213451;Cuando en un procedimientos de Radiología. en forma excepcional se requiera de la participación del especialista en anestesiología. por este  concepto  se  pagará una suma igual al treinta por ciento (30%) sobre el valor.;valor
19469;2;45;paragrafo 1;213452;En los exámenes. estudios y procedimientos clínicos de diagnóstico y tratamiento que según criterio médico necesiten para su práctica de anestesia general o regional. por los servicios profesionales del especialista en anestesiología. se pagará el cincuenta por ciento (50%) de la tarifa establecida para el respectivo procedimiento.;valor
19470;2;52;paragrafo 1;213452;Cuando para la práctica integral de un estudio o procedimiento sea necesario aplicar anestesia general o regional y en el mismo acto no sea complementario de uno de los contenidos en el Capítulo I. se reconocerá por derechos al uso del quirófano una suma igual al ochenta por ciento (80%) sobre la tarifa establecida para el respectivo procedimiento.;valor
19471;2;45;paragrafo 1;213452;Cuando en un procedimientos de Radiología. en forma excepcional se requiera de la participación del especialista en anestesiología. por este  concepto  se  pagará una suma igual al treinta por ciento (30%) sobre el valor.;valor
19472;2;45;paragrafo 1;213460;En los exámenes. estudios y procedimientos clínicos de diagnóstico y tratamiento que según criterio médico necesiten para su práctica de anestesia general o regional. por los servicios profesionales del especialista en anestesiología. se pagará el cincuenta por ciento (50%) de la tarifa establecida para el respectivo procedimiento.;valor
19473;2;52;paragrafo 1;213460;Cuando para la práctica integral de un estudio o procedimiento sea necesario aplicar anestesia general o regional y en el mismo acto no sea complementario de uno de los contenidos en el Capítulo I. se reconocerá por derechos al uso del quirófano una suma igual al ochenta por ciento (80%) sobre la tarifa establecida para el respectivo procedimiento.;valor
19474;2;45;paragrafo 1;213460;Cuando en un procedimientos de Radiología. en forma excepcional se requiera de la participación del especialista en anestesiología. por este  concepto  se  pagará una suma igual al treinta por ciento (30%) sobre el valor.;valor
19475;2;45;paragrafo 1;213461;En los exámenes. estudios y procedimientos clínicos de diagnóstico y tratamiento que según criterio médico necesiten para su práctica de anestesia general o regional. por los servicios profesionales del especialista en anestesiología. se pagará el cincuenta por ciento (50%) de la tarifa establecida para el respectivo procedimiento.;valor
19476;2;52;paragrafo 1;213461;Cuando para la práctica integral de un estudio o procedimiento sea necesario aplicar anestesia general o regional y en el mismo acto no sea complementario de uno de los contenidos en el Capítulo I. se reconocerá por derechos al uso del quirófano una suma igual al ochenta por ciento (80%) sobre la tarifa establecida para el respectivo procedimiento.;valor
19477;2;45;paragrafo 1;213461;Cuando en un procedimientos de Radiología. en forma excepcional se requiera de la participación del especialista en anestesiología. por este  concepto  se  pagará una suma igual al treinta por ciento (30%) sobre el valor.;valor
19478;2;45;paragrafo 1;213462;Cuando en un procedimientos de Radiología. en forma excepcional se requiera de la participación del especialista en anestesiología. por este  concepto  se  pagará una suma igual al treinta por ciento (30%) sobre el valor.;valor
19479;2;45;paragrafo 1;213463;En los exámenes. estudios y procedimientos clínicos de diagnóstico y tratamiento que según criterio médico necesiten para su práctica de anestesia general o regional. por los servicios profesionales del especialista en anestesiología. se pagará el cincuenta por ciento (50%) de la tarifa establecida para el respectivo procedimiento.;valor
19480;2;52;paragrafo 1;213463;Cuando para la práctica integral de un estudio o procedimiento sea necesario aplicar anestesia general o regional y en el mismo acto no sea complementario de uno de los contenidos en el Capítulo I. se reconocerá por derechos al uso del quirófano una suma igual al ochenta por ciento (80%) sobre la tarifa establecida para el respectivo procedimiento.;valor
19481;2;45;paragrafo 1;213463;Cuando en un procedimientos de Radiología. en forma excepcional se requiera de la participación del especialista en anestesiología. por este  concepto  se  pagará una suma igual al treinta por ciento (30%) sobre el valor.;valor
19482;2;45;paragrafo 1;213464;Cuando en un procedimientos de Radiología. en forma excepcional se requiera de la participación del especialista en anestesiología. por este  concepto  se  pagará una suma igual al treinta por ciento (30%) sobre el valor.;valor
19483;2;45;paragrafo 1;213465;En los exámenes. estudios y procedimientos clínicos de diagnóstico y tratamiento que según criterio médico necesiten para su práctica de anestesia general o regional. por los servicios profesionales del especialista en anestesiología. se pagará el cincuenta por ciento (50%) de la tarifa establecida para el respectivo procedimiento.;valor
19484;2;52;paragrafo 1;213465;Cuando para la práctica integral de un estudio o procedimiento sea necesario aplicar anestesia general o regional y en el mismo acto no sea complementario de uno de los contenidos en el Capítulo I. se reconocerá por derechos al uso del quirófano una suma igual al ochenta por ciento (80%) sobre la tarifa establecida para el respectivo procedimiento.;valor
19485;2;45;paragrafo 1;213465;Cuando en un procedimientos de Radiología. en forma excepcional se requiera de la participación del especialista en anestesiología. por este  concepto  se  pagará una suma igual al treinta por ciento (30%) sobre el valor.;valor
19486;2;45;paragrafo 1;213467;En los exámenes. estudios y procedimientos clínicos de diagnóstico y tratamiento que según criterio médico necesiten para su práctica de anestesia general o regional. por los servicios profesionales del especialista en anestesiología. se pagará el cincuenta por ciento (50%) de la tarifa establecida para el respectivo procedimiento.;valor
19487;2;52;paragrafo 1;213467;Cuando para la práctica integral de un estudio o procedimiento sea necesario aplicar anestesia general o regional y en el mismo acto no sea complementario de uno de los contenidos en el Capítulo I. se reconocerá por derechos al uso del quirófano una suma igual al ochenta por ciento (80%) sobre la tarifa establecida para el respectivo procedimiento.;valor
19488;2;45;paragrafo 1;213467;Cuando en un procedimientos de Radiología. en forma excepcional se requiera de la participación del especialista en anestesiología. por este  concepto  se  pagará una suma igual al treinta por ciento (30%) sobre el valor.;valor
19489;2;45;paragrafo 1;213469;En los exámenes. estudios y procedimientos clínicos de diagnóstico y tratamiento que según criterio médico necesiten para su práctica de anestesia general o regional. por los servicios profesionales del especialista en anestesiología. se pagará el cincuenta por ciento (50%) de la tarifa establecida para el respectivo procedimiento.;valor
19490;2;52;paragrafo 1;213469;Cuando para la práctica integral de un estudio o procedimiento sea necesario aplicar anestesia general o regional y en el mismo acto no sea complementario de uno de los contenidos en el Capítulo I. se reconocerá por derechos al uso del quirófano una suma igual al ochenta por ciento (80%) sobre la tarifa establecida para el respectivo procedimiento.;valor
19491;2;45;paragrafo 1;213469;Cuando en un procedimientos de Radiología. en forma excepcional se requiera de la participación del especialista en anestesiología. por este  concepto  se  pagará una suma igual al treinta por ciento (30%) sobre el valor.;valor
19492;2;45;paragrafo 1;213470;En los exámenes. estudios y procedimientos clínicos de diagnóstico y tratamiento que según criterio médico necesiten para su práctica de anestesia general o regional. por los servicios profesionales del especialista en anestesiología. se pagará el cincuenta por ciento (50%) de la tarifa establecida para el respectivo procedimiento.;valor
19493;2;52;paragrafo 1;213470;Cuando para la práctica integral de un estudio o procedimiento sea necesario aplicar anestesia general o regional y en el mismo acto no sea complementario de uno de los contenidos en el Capítulo I. se reconocerá por derechos al uso del quirófano una suma igual al ochenta por ciento (80%) sobre la tarifa establecida para el respectivo procedimiento.;valor
19494;2;45;paragrafo 1;213470;Cuando en un procedimientos de Radiología. en forma excepcional se requiera de la participación del especialista en anestesiología. por este  concepto  se  pagará una suma igual al treinta por ciento (30%) sobre el valor.;valor
19495;2;45;paragrafo 1;213471;En los exámenes. estudios y procedimientos clínicos de diagnóstico y tratamiento que según criterio médico necesiten para su práctica de anestesia general o regional. por los servicios profesionales del especialista en anestesiología. se pagará el cincuenta por ciento (50%) de la tarifa establecida para el respectivo procedimiento.;valor
19496;2;52;paragrafo 1;213471;Cuando para la práctica integral de un estudio o procedimiento sea necesario aplicar anestesia general o regional y en el mismo acto no sea complementario de uno de los contenidos en el Capítulo I. se reconocerá por derechos al uso del quirófano una suma igual al ochenta por ciento (80%) sobre la tarifa establecida para el respectivo procedimiento.;valor
19497;2;45;paragrafo 1;213471;Cuando en un procedimientos de Radiología. en forma excepcional se requiera de la participación del especialista en anestesiología. por este  concepto  se  pagará una suma igual al treinta por ciento (30%) sobre el valor.;valor
19498;2;45;paragrafo 1;213472;En los exámenes. estudios y procedimientos clínicos de diagnóstico y tratamiento que según criterio médico necesiten para su práctica de anestesia general o regional. por los servicios profesionales del especialista en anestesiología. se pagará el cincuenta por ciento (50%) de la tarifa establecida para el respectivo procedimiento.;valor
19499;2;52;paragrafo 1;213472;Cuando para la práctica integral de un estudio o procedimiento sea necesario aplicar anestesia general o regional y en el mismo acto no sea complementario de uno de los contenidos en el Capítulo I. se reconocerá por derechos al uso del quirófano una suma igual al ochenta por ciento (80%) sobre la tarifa establecida para el respectivo procedimiento.;valor
19500;2;45;paragrafo 1;213472;Cuando en un procedimientos de Radiología. en forma excepcional se requiera de la participación del especialista en anestesiología. por este  concepto  se  pagará una suma igual al treinta por ciento (30%) sobre el valor.;valor
19501;2;45;paragrafo 1;213473;En los exámenes. estudios y procedimientos clínicos de diagnóstico y tratamiento que según criterio médico necesiten para su práctica de anestesia general o regional. por los servicios profesionales del especialista en anestesiología. se pagará el cincuenta por ciento (50%) de la tarifa establecida para el respectivo procedimiento.;valor
19502;2;52;paragrafo 1;213473;Cuando para la práctica integral de un estudio o procedimiento sea necesario aplicar anestesia general o regional y en el mismo acto no sea complementario de uno de los contenidos en el Capítulo I. se reconocerá por derechos al uso del quirófano una suma igual al ochenta por ciento (80%) sobre la tarifa establecida para el respectivo procedimiento.;valor
19503;2;45;paragrafo 1;213473;Cuando en un procedimientos de Radiología. en forma excepcional se requiera de la participación del especialista en anestesiología. por este  concepto  se  pagará una suma igual al treinta por ciento (30%) sobre el valor.;valor
19504;2;45;paragrafo 1;213474;En los exámenes. estudios y procedimientos clínicos de diagnóstico y tratamiento que según criterio médico necesiten para su práctica de anestesia general o regional. por los servicios profesionales del especialista en anestesiología. se pagará el cincuenta por ciento (50%) de la tarifa establecida para el respectivo procedimiento.;valor
19505;2;52;paragrafo 1;213474;Cuando para la práctica integral de un estudio o procedimiento sea necesario aplicar anestesia general o regional y en el mismo acto no sea complementario de uno de los contenidos en el Capítulo I. se reconocerá por derechos al uso del quirófano una suma igual al ochenta por ciento (80%) sobre la tarifa establecida para el respectivo procedimiento.;valor
19506;2;45;paragrafo 1;213474;Cuando en un procedimientos de Radiología. en forma excepcional se requiera de la participación del especialista en anestesiología. por este  concepto  se  pagará una suma igual al treinta por ciento (30%) sobre el valor.;valor
19507;2;45;paragrafo 1;213501;En los exámenes. estudios y procedimientos clínicos de diagnóstico y tratamiento que según criterio médico necesiten para su práctica de anestesia general o regional. por los servicios profesionales del especialista en anestesiología. se pagará el cincuenta por ciento (50%) de la tarifa establecida para el respectivo procedimiento.;valor
19508;2;52;paragrafo 1;213501;Cuando para la práctica integral de un estudio o procedimiento sea necesario aplicar anestesia general o regional y en el mismo acto no sea complementario de uno de los contenidos en el Capítulo I. se reconocerá por derechos al uso del quirófano una suma igual al ochenta por ciento (80%) sobre la tarifa establecida para el respectivo procedimiento.;valor
19509;2;45;paragrafo 1;213501;Cuando en un procedimientos de Terapia Endovascular. en forma excepcional se requiera de la participación del especialista en anestesiología. por este  concepto  se  pagará una suma igual al treinta por ciento (25%) sobre el valor.;valor
19510;2;45;paragrafo 1;213502;En los exámenes. estudios y procedimientos clínicos de diagnóstico y tratamiento que según criterio médico necesiten para su práctica de anestesia general o regional. por los servicios profesionales del especialista en anestesiología. se pagará el cincuenta por ciento (50%) de la tarifa establecida para el respectivo procedimiento.;valor
19511;2;52;paragrafo 1;213502;Cuando para la práctica integral de un estudio o procedimiento sea necesario aplicar anestesia general o regional y en el mismo acto no sea complementario de uno de los contenidos en el Capítulo I. se reconocerá por derechos al uso del quirófano una suma igual al ochenta por ciento (80%) sobre la tarifa establecida para el respectivo procedimiento.;valor
19512;2;45;paragrafo 1;213502;Cuando en un procedimientos de Terapia Endovascular. en forma excepcional se requiera de la participación del especialista en anestesiología. por este  concepto  se  pagará una suma igual al treinta por ciento (25%) sobre el valor.;valor
19513;2;45;paragrafo 1;213503;En los exámenes. estudios y procedimientos clínicos de diagnóstico y tratamiento que según criterio médico necesiten para su práctica de anestesia general o regional. por los servicios profesionales del especialista en anestesiología. se pagará el cincuenta por ciento (50%) de la tarifa establecida para el respectivo procedimiento.;valor
19514;2;52;paragrafo 1;213503;Cuando para la práctica integral de un estudio o procedimiento sea necesario aplicar anestesia general o regional y en el mismo acto no sea complementario de uno de los contenidos en el Capítulo I. se reconocerá por derechos al uso del quirófano una suma igual al ochenta por ciento (80%) sobre la tarifa establecida para el respectivo procedimiento.;valor
19515;2;45;paragrafo 1;213503;Cuando en un procedimientos de Terapia Endovascular. en forma excepcional se requiera de la participación del especialista en anestesiología. por este  concepto  se  pagará una suma igual al treinta por ciento (25%) sobre el valor.;valor
19516;2;45;paragrafo 1;213504;En los exámenes. estudios y procedimientos clínicos de diagnóstico y tratamiento que según criterio médico necesiten para su práctica de anestesia general o regional. por los servicios profesionales del especialista en anestesiología. se pagará el cincuenta por ciento (50%) de la tarifa establecida para el respectivo procedimiento.;valor
19517;2;52;paragrafo 1;213504;Cuando para la práctica integral de un estudio o procedimiento sea necesario aplicar anestesia general o regional y en el mismo acto no sea complementario de uno de los contenidos en el Capítulo I. se reconocerá por derechos al uso del quirófano una suma igual al ochenta por ciento (80%) sobre la tarifa establecida para el respectivo procedimiento.;valor
19518;2;45;paragrafo 1;213504;Cuando en un procedimientos de Radiología. en forma excepcional se requiera de la participación del especialista en anestesiología. por este  concepto  se  pagará una suma igual al treinta por ciento (25%) sobre el valor.;valor
19519;2;45;paragrafo 1;213505;En los exámenes. estudios y procedimientos clínicos de diagnóstico y tratamiento que según criterio médico necesiten para su práctica de anestesia general o regional. por los servicios profesionales del especialista en anestesiología. se pagará el cincuenta por ciento (50%) de la tarifa establecida para el respectivo procedimiento.;valor
19520;2;52;paragrafo 1;213505;Cuando para la práctica integral de un estudio o procedimiento sea necesario aplicar anestesia general o regional y en el mismo acto no sea complementario de uno de los contenidos en el Capítulo I. se reconocerá por derechos al uso del quirófano una suma igual al ochenta por ciento (80%) sobre la tarifa establecida para el respectivo procedimiento.;valor
19521;2;45;paragrafo 1;213505;Cuando en un procedimientos de Terapia Endovascular. en forma excepcional se requiera de la participación del especialista en anestesiología. por este  concepto  se  pagará una suma igual al treinta por ciento (25%) sobre el valor.;valor
19522;2;45;paragrafo 1;213601;En los exámenes. estudios y procedimientos clínicos de diagnóstico y tratamiento que según criterio médico necesiten para su práctica de anestesia general o regional. por los servicios profesionales del especialista en anestesiología. se pagará el cincuenta por ciento (50%) de la tarifa establecida para el respectivo procedimiento.;valor
19523;2;52;paragrafo 1;213601;Cuando para la práctica integral de un estudio o procedimiento sea necesario aplicar anestesia general o regional y en el mismo acto no sea complementario de uno de los contenidos en el Capítulo I. se reconocerá por derechos al uso del quirófano una suma igual al ochenta por ciento (80%) sobre la tarifa establecida para el respectivo procedimiento.;valor
19524;2;45;paragrafo 1;213602;En los exámenes. estudios y procedimientos clínicos de diagnóstico y tratamiento que según criterio médico necesiten para su práctica de anestesia general o regional. por los servicios profesionales del especialista en anestesiología. se pagará el cincuenta por ciento (50%) de la tarifa establecida para el respectivo procedimiento.;valor
19525;2;52;paragrafo 1;213602;Cuando para la práctica integral de un estudio o procedimiento sea necesario aplicar anestesia general o regional y en el mismo acto no sea complementario de uno de los contenidos en el Capítulo I. se reconocerá por derechos al uso del quirófano una suma igual al ochenta por ciento (80%) sobre la tarifa establecida para el respectivo procedimiento.;valor
19526;2;45;paragrafo 1;213603;En los exámenes. estudios y procedimientos clínicos de diagnóstico y tratamiento que según criterio médico necesiten para su práctica de anestesia general o regional. por los servicios profesionales del especialista en anestesiología. se pagará el cincuenta por ciento (50%) de la tarifa establecida para el respectivo procedimiento.;valor
19527;2;52;paragrafo 1;213603;Cuando para la práctica integral de un estudio o procedimiento sea necesario aplicar anestesia general o regional y en el mismo acto no sea complementario de uno de los contenidos en el Capítulo I. se reconocerá por derechos al uso del quirófano una suma igual al ochenta por ciento (80%) sobre la tarifa establecida para el respectivo procedimiento.;valor
19528;2;45;paragrafo 1;213604;En los exámenes. estudios y procedimientos clínicos de diagnóstico y tratamiento que según criterio médico necesiten para su práctica de anestesia general o regional. por los servicios profesionales del especialista en anestesiología. se pagará el cincuenta por ciento (50%) de la tarifa establecida para el respectivo procedimiento.;valor
19529;2;52;paragrafo 1;213604;Cuando para la práctica integral de un estudio o procedimiento sea necesario aplicar anestesia general o regional y en el mismo acto no sea complementario de uno de los contenidos en el Capítulo I. se reconocerá por derechos al uso del quirófano una suma igual al ochenta por ciento (80%) sobre la tarifa establecida para el respectivo procedimiento.;valor
19530;2;45;paragrafo 1;213605;En los exámenes. estudios y procedimientos clínicos de diagnóstico y tratamiento que según criterio médico necesiten para su práctica de anestesia general o regional. por los servicios profesionales del especialista en anestesiología. se pagará el cincuenta por ciento (50%) de la tarifa establecida para el respectivo procedimiento.;valor
19531;2;52;paragrafo 1;213605;Cuando para la práctica integral de un estudio o procedimiento sea necesario aplicar anestesia general o regional y en el mismo acto no sea complementario de uno de los contenidos en el Capítulo I. se reconocerá por derechos al uso del quirófano una suma igual al ochenta por ciento (80%) sobre la tarifa establecida para el respectivo procedimiento.;valor
19532;2;45;paragrafo 1;213606;En los exámenes. estudios y procedimientos clínicos de diagnóstico y tratamiento que según criterio médico necesiten para su práctica de anestesia general o regional. por los servicios profesionales del especialista en anestesiología. se pagará el cincuenta por ciento (50%) de la tarifa establecida para el respectivo procedimiento.;valor
19533;2;52;paragrafo 1;213606;Cuando para la práctica integral de un estudio o procedimiento sea necesario aplicar anestesia general o regional y en el mismo acto no sea complementario de uno de los contenidos en el Capítulo I. se reconocerá por derechos al uso del quirófano una suma igual al ochenta por ciento (80%) sobre la tarifa establecida para el respectivo procedimiento.;valor
19534;2;45;paragrafo 1;213607;En los exámenes. estudios y procedimientos clínicos de diagnóstico y tratamiento que según criterio médico necesiten para su práctica de anestesia general o regional. por los servicios profesionales del especialista en anestesiología. se pagará el cincuenta por ciento (50%) de la tarifa establecida para el respectivo procedimiento.;valor
19535;2;52;paragrafo 1;213607;Cuando para la práctica integral de un estudio o procedimiento sea necesario aplicar anestesia general o regional y en el mismo acto no sea complementario de uno de los contenidos en el Capítulo I. se reconocerá por derechos al uso del quirófano una suma igual al ochenta por ciento (80%) sobre la tarifa establecida para el respectivo procedimiento.;valor
