id;id_tarifario;codigo_cups;rango_desde;rango_hasta
19167;5;14102;0;150
19168;5;14103;0;150
19169;5;14104;0;150
19170;5;14110;0;150
19171;5;14111;0;150
19172;5;14112;0;150
19173;5;14113;0;150
19174;5;14114;0;150
19175;5;14120;0;150
19176;5;14121;0;150
19177;5;14122;0;150
19178;5;14123;0;150
19179;5;14124;0;150
19180;5;14125;0;150
19181;5;14130;0;150
19182;5;14131;0;150
19183;5;14132;0;150
19184;5;14133;0;150
19185;5;14134;0;150
19186;5;14135;0;150
19187;5;14140;0;150
19188;5;14141;0;150
19189;5;14142;0;150
19190;5;14143;0;150
19191;5;14144;0;150
19192;5;14145;0;150
19193;5;14150;0;150
19194;5;14151;0;150
19195;5;14152;0;150
19196;5;14153;0;150
19197;5;14154;0;150
19198;5;14155;0;150
19199;5;14156;0;150
19200;5;14157;0;150
19201;5;14158;0;150
19202;5;14159;0;150
19203;5;14160;0;150
19204;5;14161;0;150
19205;5;14162;0;150
19206;5;14163;0;150
19207;5;14164;0;150
19208;5;14165;0;150
19209;5;14166;0;150
19210;5;14170;0;150
19211;5;14171;0;150
19212;5;14172;0;150
19213;5;14173;0;150
19214;5;14174;0;150
19215;5;14175;0;150
19216;5;14176;0;150
19217;5;14180;0;150
19218;5;14181;0;150
19219;5;14182;0;150
19220;5;14183;0;150
19221;5;14184;0;150
19222;5;14185;0;150
19223;5;14200;0;150
19224;5;14201;0;150
19225;5;14202;0;150
19226;5;14203;0;150
19227;5;14204;0;150
19228;5;14210;0;150
19229;5;14211;0;150
19230;5;14212;0;150
19231;5;14213;0;150
19232;5;14214;0;150
19233;5;14215;0;150
19234;5;14220;0;150
19235;5;14221;0;150
19236;5;14222;0;150
19237;5;14223;0;150
19238;5;14224;0;150
19239;5;14225;0;150
19240;5;14226;0;150
19241;5;14227;0;150
19242;5;14230;0;150
19243;5;14231;0;150
19244;5;14232;0;150
19245;5;14233;0;150
19246;5;14234;0;150
19247;5;14235;0;150
19248;5;14236;0;150
19249;5;14237;0;150
19250;5;14240;0;150
19251;5;14241;0;150
19252;5;14242;0;150
19253;5;14243;0;150
19254;5;14250;0;150
19255;5;14251;0;150
19256;5;14252;0;150
19257;5;14253;0;150
19258;5;14254;0;150
19259;5;14300;0;150
19260;5;14301;0;150
19261;5;14302;0;150
19262;5;14303;0;150
19263;5;14304;0;150
19264;5;14305;0;150
19265;5;14306;0;150
19266;5;14310;0;150
19267;5;14311;0;150
19268;5;14312;0;150
19269;5;14313;0;150
19270;5;14314;0;150
19271;5;14315;0;150
19272;5;14316;0;150
19273;5;14317;0;150
19274;5;14318;0;150
19275;5;14320;0;150
19276;5;14321;0;150
19277;5;14322;0;150
19278;5;14323;0;150
19279;5;14324;0;150
19280;5;14325;0;150
19281;5;14330;0;150
19282;5;14331;0;150
19283;5;14332;0;150
19284;5;14333;0;150
19285;5;14340;0;150
19286;5;14341;0;150
19287;5;14342;0;150
19288;5;14343;0;150
19289;5;14344;0;150
19290;5;14345;0;150
19291;5;14346;0;150
19292;5;14347;0;150
19293;5;14348;0;150
19294;5;14349;0;150
19295;5;14350;0;150
19296;5;14351;0;150
19297;5;14400;0;150
19298;5;14401;0;150
19299;5;14402;0;150
19300;5;14410;0;150
