pk_id_diagnostisco;pk_codido_diagnostico;descripcion_diagnostico;fk_id_tipo_origen;aplica_sexo
6671;Q710;AUSENCIA CONGENITA COMPLETA DEL (DE LOS) MIEMBRO(S) SUPERIOR(ES);4;Ambos
6672;Q711;AUSENCIA CONGENITA DEL BRAZO Y DEL ANTEBRAZO CON PRESENCIA DE LA MANO;4;Ambos
6673;Q712;AUSENCIA CONGENITA DEL ANTEBRAZO Y DE LA MANO;4;Ambos
6674;Q713;AUSENCIA CONGENITA DE LA MANO Y EL (LOS) DEDO(S);4;Ambos
6675;Q714;DEFECTO POR REDUCCION LONGITUDINAL DEL RADIO;4;Ambos
6676;Q715;DEFECTO POR REDUCCION LONGITUDINAL DEL CUBITO;4;Ambos
6677;Q716;MANO EN PINZA DE LANGOSTA;4;Ambos
6678;Q718;OTROS DEFECTOS POR REDUCCION DEL (DE LOS) MIEMBRO(S) SUPERIOR(ES);4;Ambos
6679;Q719;DEFECTO POR REDUCCION DEL MIEMBRO SUPERIOR, NO ESPECIFICADO;4;Ambos
6680;Q720;AUSENCIA CONGENITA COMPLETA DEL (DE LOS) MIEMBRO(S) INFERIOR(ES);4;Ambos
6681;Q721;AUSENCIA CONGENITA DEL MUSLO Y DE LA PIERNA CON PRESENCIA DEL PIE;4;Ambos
6682;Q722;AUSENCIA CONGENITA DE LA PIERNA Y DEL PIE;4;Ambos
6683;Q723;AUSENCIA CONGENITA DEL PIE Y DEDO(S) DEL PIE;4;Ambos
6684;Q724;DEFECTO POR REDUCCION LONGITUDINAL DEL FEMUR;4;Ambos
6685;Q725;DEFECTO POR REDUCCION LONGITUDINAL DE LA TIBIA;4;Ambos
6686;Q726;DEFECTO POR REDUCCION LONGITUDINAL DEL PERONE;4;Ambos
6687;Q727;PIE HENDIDO;4;Ambos
6688;Q728;OTROS DEFECTOS POR REDUCCION DEL (DE LOS) MIEMBRO(S) INFERIOR(ES);4;Ambos
6689;Q729;DEFECTO POR REDUCCION DEL MIEMBRO INFERIOR, NO ESPECIFICADO;4;Ambos
6690;Q730;AUSENCIA COMPLETA DE MIEMBRO(S) NO ESPECIFICADO(S);4;Ambos
6691;Q731;FOCOMELIA, MIEMBRO(S) NO ESPECIFICADO(S);4;Ambos
6692;Q738;OTROS DEFECTOS POR REDUCCION DE MIEMBRO(S) NO ESPECIFICADO(S);4;Ambos
6693;Q740;OTRAS MALFORMACIONES CONGENITAS DE (DE LOS) MIEMBRO(S) SUPERIOR(ES), INCLUIDA LA CINTURA ESCAPULAR;4;Ambos
6694;Q741;MALFORMACION CONGENITA DE LA RODILLA;4;Ambos
6695;Q742;OTRAS MALFORMACIONES CONGENITAS DEL (DE LOS) MIEMBRO(S) INFERIOR(ES), INCLUIDA LA CINTURA PELVIANA;4;Ambos
6696;Q743;ARTROGRIPOSIS MULTIPLE CONGENITA;4;Ambos
6697;Q748;OTRAS MALFORMACIONES CONGENITAS ESPECIFICADAS DEL (DE LOS) MIEMBRO(S);4;Ambos
6698;Q749;MALFORMACION CONGENITA DE MIEMBRO(S), NO ESPECIFICADA;4;Ambos
6699;Q750;CRANEOSINOSTOSIS;4;Ambos
6700;Q751;DISOSTOSIS CRANEOFACIAL;4;Ambos
6701;Q752;HIPERTELORISMO;4;Ambos
6702;Q753;MACROCEFALIA;4;Ambos
6703;Q754;DISOSTOSIS MAXILOFACIAL;4;Ambos
6704;Q755;DISOSTOSIS OCULOMAXILAR;4;Ambos
6705;Q758;OTRAS MALFORMACIONES CONGENITAS ESPECIFICADAS DE LOS HUESOS DEL CRANEO Y DE LA CARA;4;Ambos
6706;Q759;MALFORMACION CONGENITA NO ESPECIFICADA DE LOS HUESOS DEL CRANEO Y DE LA CARA;4;Ambos
6707;Q760;ESPINA BIFIDA OCULTA;4;Ambos
6708;Q761;SINDROME DE KLIPPEL-FEIL;4;Ambos
6709;Q762;ESPONDILOLISTESIS CONGENITA;4;Ambos
6710;Q763;ESCOLIOSIS CONGENITA DEBIDA A MALFORMACION CONGENITA OSEA;4;Ambos
6711;Q764;OTRA MALFORMACION CONGENITA DE LA COLUMNA VERTEBRAL, NO ASOCIADA CON ESCOLIOSIS;4;Ambos
6712;Q765;COSTILLA CERVICAL;4;Ambos
6713;Q766;OTRAS MALFORMACIONES CONGENITAS DE LAS COSTILLAS;4;Ambos
6714;Q767;MALFORMACION CONGENITA DEL ESTERNON;4;Ambos
6715;Q768;OTRAS MALFORMACIONES CONGENITAS DEL TORAX OSEO;4;Ambos
6716;Q769;MALFORMACION CONGENITA DEL TORAX OSEO, NO ESPECIFICADA;4;Ambos
6717;Q770;ACONDROGENESIS;4;Ambos
6718;Q771;ENANISMO TANATOFORICO;4;Ambos
6719;Q772;SINDROME DE COSTILLA CORTA;4;Ambos
6720;Q773;CONDRODISPLASIA PUNCTATA;4;Ambos
6721;Q774;ACONDROPLASIA;4;Ambos
6722;Q775;DISPLASIA DISTROFICA;4;Ambos
6723;Q776;DISPLASIA CONDROECTODERMICA;4;Ambos
6724;Q777;DISPLASIA ESPONDILOEPIFISARIA;4;Ambos
6725;Q778;OTRAS OSTEOCONDRODISPLASIAS CON DEFECTOS DEL CRECIMIENTO DE LOS HUESOS LARGOS Y DE LA COLUMNA VERTEBRAL;4;Ambos
6726;Q779;OSTEOCONDRODISPLASIA CON DEFECTOS DEL CRECIMIENTO DE LOS HUESOS LARGOS Y DE LA COLUMNA VERTEBRAL, SIN OTRA ESPECIFICACION;4;Ambos
6727;Q780;OSTEOGENESIS IMPERFECTA;4;Ambos
6728;Q781;DISPLASIA POLIOSTOTICA FIBROSA;4;Ambos
6729;Q782;OSTEOPETROSIS;4;Ambos
6730;Q783;DISPLASIA DIAFISARIA PROGRESIVA;4;Ambos
6731;Q784;ENCONDROMATOSIS;4;Ambos
6732;Q785;DISPLASIA METAFISARIA;4;Ambos
6733;Q786;EXOSTOSIS CONGENITA MULTIPLE;4;Ambos
6734;Q788;OTRAS OSTEOCONDRODISPLASIAS ESPECIFICADAS;4;Ambos
6735;Q789;OSTEOCONDRODISPLASIA, NO ESPECIFICADA;4;Ambos
6736;Q790;HERNIA DIAFRAGMATICA CONGENITA;4;Ambos
6737;Q791;OTRAS MALFORMACIONES CONGENITAS DEL DIAFRAGMA;4;Ambos
6738;Q792;EXONFALOS;4;Ambos
6739;Q793;GASTROSQUISIS;4;Ambos
6740;Q794;SINDROME DEL ABDOMEN EN CIRUELA PASA;4;Ambos
6741;Q795;OTRAS MALFORMACIONES CONGENITAS DE LA PARED ABDOMINAL;4;Ambos
6742;Q796;SINDROME DE EHLERS-DANLOS;4;Ambos
6743;Q798;OTRAS MALFORMACIONES CONGENITAS DEL SISTEMA OSTEOMUSCULAR;4;Ambos
6744;Q799;MALFORMACION CONGENITA DEL SISTEMA OSTEOMUSCULAR, NO ESPECIFICADA;4;Ambos
6745;Q800;ICTIOSIS VULGAR;4;Ambos
6746;Q801;ICTIOSIS LIGADA AL CROMOSOMA X;4;Ambos
6747;Q802;ICTIOSIS LAMELAR;4;Ambos
6748;Q803;ERITRODERMIA ICTIOSIFORME VESICULAR CONGENITA;4;Ambos
6749;Q804;FETO ARLEQU?N;4;Ambos
6750;Q808;OTRAS ICTIOSIS CONGENITAS;4;Ambos
6751;Q809;ICTIOSIS CONGENITA, NO ESPECIFICADA;4;Ambos
6752;Q810;EPIDERMOLISIS BULLOSA SIMPLE;4;Ambos
6753;Q811;EPIDERMOLISIS BULLOSA LETAL;4;Ambos
6754;Q812;EPIDERMOLISIS BULLOSA DISTROFICA;4;Ambos
6755;Q818;OTRAS EPIDERMOLISIS BULLOSAS;4;Ambos
6756;Q819;EPIDERMOLISIS BULLOSA, NO ESPECIFICADA;4;Ambos
6757;Q820;LINFEDEMA HEREDITARIO;4;Ambos
6758;Q821;XERODERMA PIGMENTOSO;4;Ambos
6759;Q822;MASTOCITOSIS;4;Ambos
6760;Q823;INCONTINENCIA PIGMENTARIA;4;Ambos
6761;Q824;DISPLASIA ECTODERMICA (ANHIDROTICA);4;Ambos
6762;Q825;NEVO NO NEOPLASICO, CONGENITO;4;Ambos
6763;Q828;OTRAS MALFORMACIONES CONGENITAS DE LA PIEL, ESPECIFICADAS;4;Ambos
6764;Q829;MALFORMACION CONGENITA DE LA PIEL, NO ESPECIFICADA;4;Ambos
6765;Q830;AUSENCIA CONGENITA DE LA MAMA CON AUSENCIA DEL PEZON;4;Ambos
6766;Q831;MAMA SUPERNUMERARIA;4;Ambos
6767;Q832;AUSENCIA DEL PEZON;4;Ambos
6768;Q833;PEZON SUPERNUMERARIO;4;Ambos
6769;Q838;OTRAS MALFORMACIONES CONGENITAS DE LA MAMA;4;Ambos
6770;Q839;MALFORMACION CONGENITA DE LA MAMA, NO ESPECIFICADA;4;Ambos
6771;Q840;ALOPECIA CONGENITA;4;Ambos
6772;Q841;ALTERACIONES MORFOLOGICAS CONGENITAS DEL PELO, NO CLASIFICADAS EN OTRA PARTE;4;Ambos
6773;Q842;OTRAS MALFORMACIONES CONGENITAS DEL PELO;4;Ambos
6774;Q843;ANONIQUIA;4;Ambos
6775;Q844;LEUCONIQUIA CONGENITA;4;Ambos
6776;Q845;AGRANDAMIENTO E HIPERTROFIA DE LAS UÛAS;4;Ambos
6777;Q846;OTRAS MALFORMACIONES CONGENITAS DE LAS UÛAS;4;Ambos
6778;Q848;OTRAS MALFORMACIONES CONGENITAS DE LAS FANERAS, ESPECIFICADAS;4;Ambos
6779;Q849;MALFORMACION CONGENITA DE LAS FANERAS, NO ESPECIFICADA;4;Ambos
6780;Q850;NEUROFIBROMATOSIS (NO MALIGNA);4;Ambos
6781;Q851;ESCLEROSIS TUBEROSA;4;Ambos
6782;Q858;OTRAS FACOMATOSIS, NO CLASIFICADAS EN OTRA PARTE;4;Ambos
6783;Q859;FACOMATOSIS, NO ESPECIFICADA;4;Ambos
6784;Q860;SINDROME FETAL (DISMORFICO) DEBIDO AL ALCOHOL;4;Ambos
6785;Q861;SINDROME DE HIDANTOINA FETAL;4;Ambos
6786;Q862;DISMORFISMO DEBIDO A WARFARINA;4;Ambos
6787;Q868;OTROS SINDROMES DE MALFORMACIONES CONGENITAS DEBIDOS A CAUSAS EXOGENAS CONOCIDAS;4;Ambos
6788;Q870;SINDROMES DE MALFORMACIONES CONGENITAS QUE AFECTAN PRINCIPALMENTE LA APARIENCIA FACIAL;4;Ambos
6789;Q871;SINDROMES DE MALFORMACIONES CONGENITAS ASOCIADAS PRINCIPALMENTE CON ESTATURA BAJA;4;Ambos
6790;Q872;SINDROMES DE MALFORMACIONES CONGENITAS QUE AFECTAN PRINCIPALMENTE LOS MIEMBROS;4;Ambos
6791;Q873;SINDROMES DE MALFORMACIONES CONGENITAS CON EXCESO DE CRECIMIENTO PRECOZ;4;Ambos
6792;Q874;SINDROME DE MARFAN;4;Ambos
6793;Q875;OTROS SINDROMES DE MALFORMACIONES CONGENITAS CON OTROS CAMBIOS ESQUELETICOS;4;Ambos
6794;Q878;OTROS SINDROMES DE MALFORMACIONES CONGENITAS ESPECIFICADOS, NO CLASIFICADOS EN OTRA PARTE;4;Ambos
6795;Q890;MALFORMACIONES CONGENITAS DEL BAZO;4;Ambos
6796;Q891;MALFORMACIONES CONGENITAS DE LA GLANDULA SUPRARRENAL;4;Ambos
6797;Q892;MALFORMACIONES CONGENITAS OTRAS GLANDULAS ENDOCRINAS;4;Ambos
6798;Q893;SITUS INVERSUS;4;Ambos
6799;Q894;GEMELOS SIAMESES;4;Ambos
6800;Q897;MALFORMACIONES CONGENITAS MULTIPLES, NO CLASIFICADAS EN OTRA PARTE;4;Ambos
6801;Q898;OTRAS MALFORMACIONES CONGENITAS, ESPECIFICADAS;4;Ambos
6802;Q899;MALFORMACION CONGENITA, NO ESPECIFICADA;4;Ambos
6803;Q900;TRISOMIA 21, POR FALTA DE DISYUNCION MEIOTICA;4;Ambos
6804;Q901;TRISOMIA 21, MOSAICO (POR FALTA DE DISYUNCION MITOTICA);4;Ambos
6805;Q902;TRISOMIA 21, POR TRANSLOCACION;4;Ambos
6806;Q909;SINDROME DE DOWN, NO ESPECIFICADO;4;Ambos
6807;Q910;TRISOMIA 18, POR FALTA DE DISYUNCION MEIOTICA;4;Ambos
6808;Q911;TRISOMIA 18, MOSAICO (POR FALTA DE DISYUNCION MITOTICA);4;Ambos
6809;Q912;TRISOMIA 18, POR TRANSLOCACION;4;Ambos
6810;Q913;SINDROME DE EDWARDS, NO ESPECIFICADO;4;Ambos
6811;Q914;TRISOMIA 13, POR FALTA DE DISYUNCION MEIOTICA;4;Ambos
6812;Q915;TRISOMIA 13, MOSAICO (POR FALTA DE DISYUNCION MITOTICA);4;Ambos
6813;Q916;TRISOMIA 13, POR TRANSLOCACION;4;Ambos
6814;Q917;SINDROME DE PATAU, NO ESPECIFICADO;4;Ambos
6815;Q920;TRISOMIA DE UN CROMOSOMA COMPLETO, POR FALTA DE DISYUNCION MEIOTICA;4;Ambos
6816;Q921;TRISOMIA DE UN CROMOSOMA COMPLETO, MOSAICO (POR FALTA DE DISYUNCION MITOTICA);4;Ambos
6817;Q922;TRISOMIA PARCIAL MAYOR;4;Ambos
6818;Q923;TRISOMIA PARCIAL MENOR;4;Ambos
6819;Q924;DUPLICACIONES VISIBLES SOLO EN LA PROMETAFASE;4;Ambos
6820;Q925;DUPLICACIONES CON OTROS REORDENAMIENTOS COMPLEJOS;4;Ambos
6821;Q926;CROMOSOMAS MARCADORES SUPLEMENTARIOS;4;Ambos
6822;Q927;TRIPLOIDIA Y POLIPLOIDIA;4;Ambos
6823;Q928;OTRAS TRISOMIAS Y TRISOMIAS PARCIALES DE LOS AUTOSOMAS, ESPECIFICADAS;4;Ambos
6824;Q929;TRISOMIA Y TRISOMIA PARCIAL DE LOS AUTOSOMAS, SIN OTRA ESPECIFICACION;4;Ambos
6825;Q930;MONOSOMIA COMPLETA DE UN CROMOSOMA, POR FALTA DE DISYUNCION MEIOTICA;4;Ambos
6826;Q931;MONOSOMIA COMPLETA DE UN CROMOSOMA, MOSAICO (POR FALTA DE DISYUNCION MITOTICA);4;Ambos
6827;Q932;CROMOSOMA REEMPLAZADO POR ANILLO O DICENTRICO;4;Ambos
6828;Q933;SUPRESION DEL BRAZO CORTO DEL CROMOSOMA 4;4;Ambos
6829;Q934;SUPRESION DEL BRAZO CORTO DEL CROMOSOMA 5;4;Ambos
6830;Q935;OTRAS SUPRESIONES DE PARTE DE UN CROMOSOMA;4;Ambos
6831;Q936;SUPRESIONES VISIBLES SOLO EN LA PROMETAFASE;4;Ambos
6832;Q937;SUPRESIONES CON OTROS REORDENAMIENTOS COMPLEJOS;4;Ambos
6833;Q938;OTRAS SUPRESIONES DE LOS AUTOSOMAS;4;Ambos
6834;Q939;SUPRESION DE LOS AUTOSOMAS, NO ESPECIFICADA;4;Ambos
6835;Q950;TRANSLOCACION EQUILIBRADA E INSERCION EN INDIVIDUO NORMAL;4;Ambos
6836;Q951;INVERSION CROMOSOMICA EN INDIVIDUO NORMAL;4;Ambos
6837;Q952;REORDENAMIENTO AUTOSOMICO EQUILIBRADO EN INDIVIDUO ANORMAL;4;Ambos
6838;Q953;REORDENAMIENTO AUTOSOMICO/SEXUAL EQUILIBRADO EN INDIVIDUO ANORMAL;4;Ambos
6839;Q954;INDIVIDUOS CON HETEROCROMATINA MARCADORA;4;Ambos
6840;Q955;INDIVIDUOS CON SITIO FRAGIL AUTOSOMICO;4;Ambos
6841;Q958;OTROS REORDENAMIENTOS EQUILIBRADOS Y MARCADORES ESTRUCTURALES;4;Ambos
6842;Q959;REORDENAMIENTO EQUILIBRADO Y MARCADOR ESTRUCTURAL, SIN OTRA ESPECIFICACION;4;Ambos
6843;Q960;CARIOTIPO 45,X;4;Ambos
6844;Q961;CARIOTIPO 46,X ISO (XQ);4;Ambos
6845;Q962;CARIOTIPO 46,X CON CROMOSOMA SEXUAL ANORMAL EXCEPTO ISO (XQ);4;Ambos
6846;Q963;MOSAICO 45,X/46,XX O XY;4;Ambos
6847;Q964;MOSAICO 45,X/OTRA(S) LINEA(S) CELULAR(ES) CON CROMOSOMA SEXUAL ANORMAL;4;Ambos
6848;Q968;OTRAS VARIANTES DEL SINDROME DE TURNER;4;Ambos
6849;Q969;SINDROME DE TURNER, NO ESPECIFICADO;4;Ambos
6850;Q970;CARIOTIPO 47,XXX;4;Ambos
6851;Q971;MUJER CON MAS DE TRES CROMOSOMAS X;4;Femenino
6852;Q972;MOSAICO, LINEAS CON NUMERO VARIABLE DE CROMOSOMAS X;4;Ambos
6853;Q973;MUJER CON CARIOTIPO 46,XY;4;Femenino
6854;Q978;OTRAS ANOMALIAS DE LOS CROMOSOMAS SEXUALES, CON FENOTIPO FEMENINO, ESPECIFICADAS;4;Femenino
6855;Q979;ANOMALIA DE LOS CROMOSOMAS SEXUALES, CON FENOTIPO FEMENINO, SIN OTRA ESPECIFICACION;4;Femenino
6856;Q980;SINDROME DE KLINEFELTER, CARIOTIPO 47,XXY;4;Ambos
6857;Q981;SINDROME DE KLINEFELTER, HOMBRE CON MAS DE DOS CROMOSOMAS X;4;Masculino
6858;Q982;SINDROME DE KLINEFELTER, HOMBRE CON CARIOTIPO 46,XX;4;Masculino
6859;Q983;OTRO HOMBRE CON CARIOTIPO 46,XX;4;Masculino
6860;Q984;SINDROME DE KLINEFELTER, NO ESPECIFICADO;4;Ambos
6861;Q985;CARIOTIPO 47,XYY;4;Ambos
6862;Q986;HOMBRE CON CROMOSOMA SEXUAL ESTRUCTURALMENTE ANORMAL;4;Masculino
6863;Q987;HOMBRE CON MOSAICO DE CROMOSOMAS SEXUALES;4;Masculino
6864;Q988;OTRAS ANOMALIAS DE LOS CROMOSOMAS SEXUALES, CON FENOTIPO MASCULINO, ESPECIFICADAS;4;Ambos
6865;Q989;ANOMALIA DE LOS CROMOSOMAS SEXUALES, FENOTIPO MASCULINO, SIN OTRA ESPECIFICACION;4;Ambos
6866;Q990;QUIMERA 46,XX/46,XY;4;Ambos
6867;Q991;HERMAFRODITA VERDADERO 46,XX;4;Ambos
6868;Q992;CROMOSOMA X FRAGIL;4;Ambos
6869;Q998;OTRAS ANOMALIAS DE LOS CROMOSOMAS. ESPECIFICADAS;4;Ambos
6870;Q999;ANOMALIA CROMOSOMICA, NO ESPECIFICADA;4;Ambos
6871;R000;TAQUICARDIA, NO ESPECIFICADA;4;Ambos
6872;R001;BRADICARDIA, NO ESPECIFICADA;4;Ambos
6873;R002;PALPITACIONES;4;Ambos
6874;R008;OTRAS ANORMALIDADES DEL LATIDO CARDIACO Y LAS NO ESPECIFICADAS;4;Ambos
6875;R010;SOPLOS CARDIACOS BENIGNOS O INOCENTES;4;Ambos
6876;R011;SOPLO CARDIACO, NO ESPECIFICADO;4;Ambos
6877;R012;OTROS SONIDOS CARDIACOS;4;Ambos
6878;R02;GANGRENA, NO CLASIFICADA EN OTRA PARTE;4;Ambos
6879;R030;LECTURA ELEVADA DE LA PRESION SANGUINEA, SIN DIAGNOSTICO DE HIPERTENSION;4;Ambos
6880;R031;LECTURA DE PRESION BAJA NO ESPECIFICA;4;Ambos
6881;R040;EPISTAXIS;4;Ambos
6882;R041;HEMORRAGIA DE LA GARGANTA;4;Ambos
6883;R042;HEMOPTISIS;4;Ambos
6884;R048;HEMORRAGIA DE OTROS SITIOS DE LAS VIAS RESPIRATORIAS;4;Ambos
6885;R049;HEMORRAGIA DE LAS VIAS RESPIRATORIAS, NO ESPECIFICADA;4;Ambos
6886;R05;TOS;4;Ambos
6887;R060;DISNEA;4;Ambos
6888;R061;ESTRIDOR;4;Ambos
6889;R062;SILBIDO;4;Ambos
6890;R063;RESPIRACION PERIODICA;4;Ambos
6891;R064;HIPERVENTILACION;4;Ambos
6892;R065;RESPIRACION CON LA BOCA;4;Ambos
6893;R066;HIPO;4;Ambos
6894;R067;ESTORNUDO;4;Ambos
6895;R068;OTRAS ANORMALIDADES DE LA RESPIRACION Y LAS NO ESPECIFICADAS;4;Ambos
6896;R070;DOLOR DE GARGANTA;4;Ambos
6897;R071;DOLOR EN EL PECHO AL RESPIRAR;4;Ambos
6898;R072;DOLOR PRECORDIAL;4;Ambos
6899;R073;OTROS DOLORES EN EL PECHO;4;Ambos
6900;R074;DOLOR EN EL PECHO, NO ESPECIFICADO;4;Ambos
6901;R090;ASFIXIA;4;Ambos
6902;R091;PLEURESIA;4;Ambos
6903;R092;PARO RESPIRATORIO;4;Ambos
6904;R093;ESPUTO ANORMAL;4;Ambos
6905;R098;OTROS SINTOMAS Y SIGNOS ESPECIFICADOS QUE INVOLUCRAN LOS SISTEMAS CIRCULATORIO Y RESPIRATORIO;4;Ambos
6906;R100;ABDOMEN AGUDO;4;Ambos
6907;R101;DOLOR ABDOMINAL LOCALIZADO EN PARTE SUPERIOR;4;Ambos
6908;R102;DOLOR PELVICO Y PERINEAL;4;Ambos
6909;R103;DOLOR LOCALIZADO EN OTRAS PARTES INFERIORES DEL ABDOMEN;4;Ambos
6910;R104;OTROS DOLORES ABDOMINALES Y LOS NO ESPECIFICADOS;4;Ambos
6911;R11;NAUSEA Y VOMITO;4;Ambos
6912;R12;ACIDEZ;4;Ambos
6913;R13;DISFAGIA;4;Ambos
6914;R14;FLATULENCIA Y AFECCIONES AFINES;4;Ambos
6915;R15;INCONTINENCIA FECAL;4;Ambos
6916;R160;HEPATOMEGALIA, NO CLASIFICADA EN OTRA PARTE;4;Ambos
6917;R161;ESPLENOMEGALIA, NO CLASIFICADA EN OTRA PARTE;4;Ambos
6918;R162;HEPATOMEGALIA CON ESPLENOMEGALIA, NO CLASIFICADAS EN OTRA PARTE;4;Ambos
6919;R17;ICTERICIA NO ESPECIFICADA;4;Ambos
6920;R18;ASCITIS;4;Ambos
6921;R190;TUMEFACCION, MASA O PROMINENCIA INTRAABDOMINAL Y PELVICA;4;Ambos
6922;R191;SONIDOS INTESTINALES ANORMALES;4;Ambos
6923;R192;PERISTALSIS VISIBLE;4;Ambos
6924;R193;RIGIDEZ ABDOMINAL;4;Ambos
6925;R194;CAMBIOS EN LOS HABITOS INTESTINALES;4;Ambos
6926;R195;OTRAS ANORMALIDADES FECALES;4;Ambos
6927;R196;HALITOSIS;4;Ambos
6928;R198;OTROS SINTOMAS Y SIGNOS ESPECIFICADOS QUE INVOLUCRAN EL SISTEMA DIGESTIVO Y EL ABDOMEN;4;Ambos
6929;R200;ANESTESIA DE LA PIEL;4;Ambos
6930;R201;HIPOESTESIA DE LA PIEL;4;Ambos
6931;R202;PARESTESIA DE LA PIEL;4;Ambos
6932;R203;HIPERESTESIA;4;Ambos
6933;R208;OTRAS ALTERACIONES DE LA SENSIBILIDAD CUTANEA Y LAS NO ESPECIFICADAS;4;Ambos
6934;R21;SALPULLIDO Y OTRAS ERUPCIONES CUTANEAS NO ESPECIFICADAS;4;Ambos
6935;R220;TUMEFACCION, MASA O PROMINENCIA LOCALIZADA EN LA CABEZA;4;Ambos
6936;R221;TUMEFACCION, MASA O PROMINENCIA LOCALIZADA EN EL CUELLO;4;Ambos
6937;R222;TUMEFACCION, MASA O PROMINENCIA LOCALIZADA EN EL TRONCO;4;Ambos
6938;R223;TUMEFACCION, MASA O PROMINENCIA LOCALIZADA EN EL MIEMBRO SUPERIOR;4;Ambos
6939;R224;TUMEFACCION, MASA O PROMINENCIA LOCALIZADA EN EL MIEMBRO INFERIOR;4;Ambos
6940;R227;TUMEFACCION, MASA O PROMINENCIA LOCALIZADA EN SITIOS MULTIPLES;4;Ambos
6941;R229;TUMEFACCION, MASA O PROMINENCIA LOCALIZADA EN PARTE NO ESPECIFICADA;4;Ambos
6942;R230;CIANOSIS;4;Ambos
6943;R231;PALIDEZ;4;Ambos
6944;R232;RUBOR;4;Ambos
6945;R233;EQUIMOSIS ESPONTANEA;4;Ambos
6946;R234;CAMBIOS EN LA TEXTURA DE LA PIEL;4;Ambos
6947;R238;OTROS CAMBIOS DE LA PIEL Y LOS NO ESPECIFICADOS;4;Ambos
6948;R250;MOVIMIENTOS ANORMALES DE LA CABEZA;4;Ambos
6949;R251;TEMBLOR NO ESPECIFICADO;4;Ambos
6950;R252;CALAMBRES Y ESPASMOS;4;Ambos
6951;R253;FASCICULACION;4;Ambos
6952;R258;OTROS MOVIMIENTOS ANORMALES INVOLUNTARIOS Y LOS NO ESPECIFICADOS;4;Ambos
6953;R260;MARCHA ATAXICA;4;Ambos
6954;R261;MARCHA PARALITICA;4;Ambos
6955;R262;DIFICULTAD PARA CAMINAR, NO CLASIFICADA EN OTRA PARTE;4;Ambos
6956;R268;OTRAS ANORMALIDADES DE LA MARCHA Y DE LA MOVILIDAD Y LAS NO ESPECIFICADAS;4;Ambos
6957;R270;ATAXIA, NO ESPECIFICADA;4;Ambos
6958;R278;OTRAS FALLAS DE LA COORDINACION Y LAS NO ESPECIFICADAS;4;Ambos
6959;R290;TETANIA;4;Ambos
6960;R291;MENINGISMO;4;Ambos
6961;R292;REFLEJOS ANORMALES;4;Ambos
6962;R293;POSTURA ANORMAL;4;Ambos
6963;R294;CHASQUIDO DE LA CADERA;4;Ambos
6964;R298;OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN LOS SISTEMAS NERVIOSO Y OSTEOMUSCULAR Y LOS NO ESPECIFICADOS;4;Ambos
6965;R300;DISURIA;4;Ambos
6966;R301;TENESMO VESICAL;4;Ambos
6967;R309;MICCION DOLOROSA, NO ESPECIFICADA;4;Ambos
6968;R31;HEMATURIA, NO ESPECIFICADA;4;Ambos
6969;R32;INCONTINENCIA URINARIA, NO ESPECIFICADA;4;Ambos
6970;R33;RETENCION DE ORINA;4;Ambos
6971;R34;ANURIA Y OLIGURIA;4;Ambos
6972;R35;POLIURIA;4;Ambos
6973;R36;DESCARGA URETRAL;4;Ambos
6974;R390;EXTRAVASACION DE LA ORINA;4;Ambos
6975;R391;OTRAS DIFICULTADES DE LA MICCION;4;Ambos
6976;R392;UREMIA EXTRARRENAL;4;Ambos
6977;R398;OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN EL SISTEMA URINARIO Y LOS NO ESPECIFICADOS;4;Ambos
6978;R400;SOMNOLENCIA;4;Ambos
6979;R401;ESTUPOR;4;Ambos
6980;R402;COMA, NO ESPECIFICADO;4;Ambos
6981;R410;DESORIENTACION NO ESPECIFICADA;4;Ambos
6982;R411;AMNESIA ANTEROGRADA;4;Ambos
6983;R412;AMNESIA RETROGRADA;4;Ambos
6984;R413;OTRA AMNESIA;4;Ambos
6985;R418;OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN LA FUNCION COGNOSCITIVA Y LA CONCIENCIA Y LOS NO ESPECIFICADOS;4;Ambos
6986;R42;MAREO Y DESVANECIMIENTO;4;Ambos
6987;R430;ANOSMIA;4;Ambos
6988;R431;PAROSMIA;4;Ambos
6989;R432;PARAGEUSIA;4;Ambos
6990;R438;OTRAS ALTERACIONES DEL GUSTO Y DEL OLFATO Y LAS NO ESPECIFICADAS;4;Ambos
6991;R440;ALUCINACIONES AUDITIVAS;4;Ambos
6992;R441;ALUCINACIONES VISUALES;4;Ambos
6993;R442;OTRAS ALUCINACIONES;4;Ambos
6994;R443;ALUCINACIONES, NO ESPECIFICADAS;4;Ambos
6995;R448;OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN LAS SENSACIONES Y PERCEPCIONES GENERALES Y LOS NO ESPECIFICADOS;4;Ambos
6996;R450;NERVIOSISMO;4;Ambos
6997;R451;INQUIETUD Y AGITACION;4;Ambos
6998;R452;INFELICIDAD;4;Ambos
6999;R453;DESMORALIZACION Y APATIA;4;Ambos
7000;R454;IRRITABILIDAD Y ENOJO;4;Ambos
7001;R455;HOSTILIDAD;4;Ambos
7002;R456;VIOLENCIA FISICA;4;Ambos
